Assembly Accession	Assembly BioSample Geographic location	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Isolation source	Assembly Stats GC Percent	Assembly Stats Total Sequence Length	Organelle Assembly Name	Organism Name	Organism Taxonomic ID	Annotation Count Gene Protein-coding
GCF_033097225.1	India:Kolkata	Homo sapiens	diarrhea	feces	30.5	1646782		Campylobacter jejuni	197	1601
GCF_033097245.1	India:Kolkata	Homo sapiens	diarrhea	feces	30.5	1731982		Campylobacter jejuni	197	1655
GCF_033098385.1	USA:Mississippi	Gallus gallus	Colibacillosis	Chicken heart (Gallus gallus)	50.5	5251341		Escherichia coli	562	4881
GCF_033128325.1	India:Kolkata	Homo sapiens	diarrhea	feces	30.5	1781408		Campylobacter jejuni	197	1718
GCF_033129065.1	India:Kolkata	Homo sapiens	diarrhea	feces	30.5	1752046		Campylobacter jejuni	197	1693
GCF_033129285.1	India:Kolkata	Homo sapiens	diarrhea	feces	30.5	1817972		Campylobacter jejuni	197	1771
GCF_033129305.1	India:Kolkata	Homo sapiens	diarrhea	feces	30.5	1786355		Campylobacter jejuni	197	1725
GCF_033129365.1	India:Kolkata	Homo sapiens	diarrhea	feces	30.5	1746532		Campylobacter jejuni	197	1668
GCF_033129825.1	India:Kolkata	Homo sapiens	diarrhea	feces	30	1852973		Campylobacter jejuni	197	1774
GCF_033129965.1	India:Kolkata	Homo sapiens	diarrhea	feces	30.5	1788460		Campylobacter jejuni	197	1728
GCF_033130005.1	India:Kolkata	Homo sapiens	diarrhea	feces	30.5	1855636		Campylobacter jejuni	197	1806
GCF_033469325.1	France: Marcy l'etoile			hospital environment	39	3946983		Acinetobacter baumannii	470	3600
GCF_034064985.1	Honduras: Cortes, San Pedro Sula	Homo sapiens	infection	wound	39	3886502		Acinetobacter pittii	48296	3577
GCF_034423855.1	China: Shandong	Homo sapiens	not collected	missing	50.5	5050895		Escherichia coli	562	4633
GCF_034423875.1	China: Shandong	Homo sapiens	not collected	missing	50.5	5049577		Escherichia coli	562	4633
GCF_034642955.1	USA: Dallas, Texas	Homo sapiens	Recurrent Urinary Tract Infection	Infected Human Urine	50.5	5088100		Escherichia coli	562	4689
GCF_035324935.1	Spain: northwest			Escarole	54.5	4938084		Enterobacter ludwigii	299767	4576
GCF_035937495.1	Pakistan: Punjab	Homo sapiens	endotracheal infection	endotracheal tube	39	4038658		Acinetobacter baumannii	470	3702
GCF_035940175.1	Denmark: Hilleroed, Leerbjerg Lod, Bur - reed rhizome				71	7648620		[Kitasatospora] papulosa	1464011	6521
GCF_036237255.1	Denmark: Stevns Klint, next to pond				71	7734989		[Kitasatospora] papulosa	1464011	6661
GCF_036250345.1	Netherlands: Hegelsom, Grape field				72	8671343		Actinacidiphila glaucinigra	235986	7603
GCF_900186855.1	USA	Homo sapiens		lung	38.5	3426113		Legionella pneumophila	446	2968
GCF_900186925.1		Homo sapiens		lung	38.5	3514598		Legionella pneumophila	446	3043
GCF_900187155.1		Porcine			40	2501959		Actinobacillus suis	716	2233
GCF_900475535.1	United Kingdom: Cambridge	Homo sapiens		not available: to be reported later	38	2044007		Haemophilus influenzae	727	1958
GCF_900475835.1		not available		not available: to be reported later	58.5	2749647		Jonesia denitrificans	43674	2488
GCF_900476215.1		Mammal (Ferret)		gastric mucosa	42.5	1576607		Helicobacter mustelae	217	1400
GCF_900478275.1		not available		not available: to be reported later	38	1890469		Haemophilus influenzae	727	1747
GCF_900635115.1		not available		not available: to be reported later	38	3369585		Legionella pneumophila	446	2927
GCF_900635795.1		not available		not available: to be reported later	38	1860106		Haemophilus influenzae	727	1717
GCF_900635805.1		not available		not available: to be reported later	38	1879945		Haemophilus influenzae	727	1706
GCF_900636955.1		not available		not available: to be reported later	38.5	3445473		Legionella pneumophila	446	3015
GCF_900637395.1		Dog		feces	35	1671550		Campylobacter upsaliensis	28080	1632
GCF_900637885.1	United Kingdom	Marine		not available: to be reported later	28	1465207		Campylobacter insulaenigrae	260714	1444
GCF_900638105.1		Homo sapiens		not available: to be reported later	38	1948880		Haemophilus influenzae	727	1794
GCF_900638165.1		not available		not available: to be reported later	30.5	1801392		Campylobacter jejuni	197	1718
GCF_900638195.1		not available		not available: to be reported later	30.5	1666666		Campylobacter jejuni	197	1618
GCF_900638205.1		not available		not available: to be reported later	30.5	1666864		Campylobacter jejuni	197	1640
GCF_900638235.1		not available		not available: to be reported later	30.5	1653145		Campylobacter jejuni subsp. jejuni	32022	1594
GCF_900638485.1		not available		not available: to be reported later	35	1420261		Helicobacter cholecystus	45498	1305
GCF_900638675.1		Wild seal		Rectal Swab	28	1500187		Campylobacter insulaenigrae	260714	1485
GCF_901472485.1		not available: not collected		Spinal fluid	38	1876886		Haemophilus influenzae	727	1707
GCF_901482605.1		not available: not collected		not available: not collected	29.5	2740791		Hathewaya histolytica	1498	2552
GCF_904863255.1	Australia	Homo sapiens		blood	50.5	5439363		Escherichia coli	562	5061
GCF_905330545.2	Spain	Homo sapiens		Hospital Universitario Ramon y Cajal (Madrid)	50.5	4963315		Escherichia coli	562	4561
GCF_912579705.1	Sweden	Gallus gallus			30.5	1805160		Campylobacter jejuni	197	1753
GCF_000014885.1					43.5	5396476		Shewanella piezotolerans WP3	225849	4442
GCF_000227665.2	Missing				46	2158359		Thiomicrospira aerophila AL3	717772	2050
GCF_000234745.1					40.5	2349518		Pasteurella multocida 36950	1075089	2081
GCF_000280865.2	China: Yunnan			soil	71.5	7901452		Streptomyces auratus AGR0001	1160718	6589
GCF_000316645.1	Sri Lanka			moderate hot spring, Amparai District, Maha Oya, Sri Lanka, 1973	41.5	6718869		Nostoc sp. PCC 7524	28072	5481
GCF_000349765.2	USA: Kansas	Bos taurus			41	2657957		Mannheimia haemolytica USDA-ARS-USMARC-183	1249531	2553
GCF_000349785.2	USA: Kansas	Bos taurus			41	2544094		Mannheimia haemolytica USDA-ARS-USMARC-185	1249526	2350
GCF_000359525.1					73.5	6841649		Streptomyces albidoflavus	1886	5827
GCF_000364805.1					71	7630245		Streptomyces sp. PAMC 26508	1265601	6515
GCF_000376645.1					41	2731870		Mannheimia haemolytica M42548	1316932	2643
GCF_000422095.1	USA: Iowa	Bos taurus		pneumonic lung specimen from feedlot steer	41	2702201		Mannheimia haemolytica D174	1311760	2639
GCF_000422145.1	USA: Iowa	Bovine		feedlot	41	2681844		Mannheimia haemolytica D153	1261126	2584
GCF_000439255.1	Switzerland				51.5	4773537		Salmonella bongori N268-08	1197719	4339
GCF_000439735.1	USA: Nebraska	Bos taurus			41	2658507		Mannheimia haemolytica USMARC_2286	1366053	2557
GCF_000444875.1					72.5	8377286		Streptomyces collinus Tu 365	1214242	7091
GCF_000521655.1	USA: Oregon	Bos taurus			40.5	2245238		Mannheimia varigena USDA-ARS-USMARC-1296	1433287	2064
GCF_000521695.1	Canada: Saskatchewan	Bos taurus			40.5	2131927		Mannheimia varigena USDA-ARS-USMARC-1312	1434214	1922
GCF_000695235.1	China: General Microbiological Culture Collection Center			environment	72.5	9372401		Streptomyces noursei	1971	7855
GCF_000722765.2	Denmark: Aarhus	Homo sapiens	Healthy	buccal mucosa of child	40.5	1942107		Streptococcus mitis	28037	1753
GCF_000730215.1	Canada: Greater Toronto Area	Homo sapiens	group B strep disease	not applicable	35.5	2221207		Streptococcus agalactiae	1311	2112
GCF_000730255.1	Canada: Greater Toronto Area	Homo sapiens	Group B strep disease	NA	35.5	2061426		Streptococcus agalactiae	1311	1929
GCF_000747295.1	Spain:  Riego de la Vega, León	Medicago orbicularis			62	6733414		Sinorhizobium meliloti	382	6160
GCF_000754275.1	unknown			unknown	40.5	2271840		Pasteurella multocida	747	2042
GCF_000770115.1	unknown			This is ATCC 33843	45	5881490		Vibrio harveyi	669	5141
GCF_000816025.1	China: Gongzhuling			soil	71.5	10338286		Streptomyces sp. 769	1262452	8661
GCF_000828615.1					56	3153637		Thiolapillus brandeum	1076588	2947
GCF_000830005.1	Viet Nam: Do Xongpha			soil	72	9153777		Streptomyces vietnamensis	362257	8027
GCF_000831105.1					36	2231475		Streptococcus agalactiae	1311	2055
GCF_000831125.1					36	2214297		Streptococcus agalactiae	1311	2035
GCF_000831145.1	USA			blood	36	2243708		Streptococcus agalactiae	1311	2059
GCF_000931445.1	not applicable				73	7762396		Streptomyces cyaneogriseus subsp. noncyanogenus	477245	6354
GCF_000935185.3	China: Fujian			soil	72.5	9336218		Streptomyces noursei	1971	7892
GCF_001011035.1	USA: CA, La Jolla, 1 mile off Scripps Pier			marine sediment	73	8039333		Streptomyces sp. CNQ-509	444103	6735
GCF_001244315.1	South Korea: Gyeongnam	finespotted flounder		missing	45.5	5038168		Vibrio parahaemolyticus	670	4434
GCF_001267885.1	France: Picardie				72	8393598		Streptomyces ambofaciens ATCC 23877	278992	7269
GCF_001272635.1	Canada	pig	NA	NA	41	2255345		Streptococcus suis	1307	2133
GCF_001484565.1	China: Changsha			soil	71.5	10191567		Streptomyces sp. CdTB01	1725411	8996
GCF_001513675.1	China:Dalian			garden soil	69.5	3475315		Microbacterium sp. XT11	367477	3315
GCF_001542625.1	not collected			not collected	71	10764674		Streptomyces griseochromogenes	68214	9323
GCF_001577385.1	USA: Soudan, MN			deep subsurface	73.5	7170504		Streptomyces albidoflavus	1886	6111
GCF_001598115.1					71	10858739		Streptomyces sp. AgN23	1188315	8836
GCF_001636035.1	South Korea: Pusan	toothfish			45.5	5289960		Vibrio parahaemolyticus	670	4673
GCF_001654495.1	China: Beijing	Adenophora trachelioides Maxim.			73	7472530		Streptomyces sp. SAT1	1849967	6243
GCF_001663095.1	China: Hubei			lung	40.5	2416068		Pasteurella multocida subsp. multocida HB01	1339255	2222
GCF_001682175.1	NA	N	gastroenteritis	stool	45.5	5257288		Vibrio parahaemolyticus	670	4660
GCF_001685355.1	USA	missing			71	10319054		Streptomyces lincolnensis	1915	8967
GCF_001693675.1	China:shandong				72.5	7590758		Streptomyces clavuligerus	1901	6082
GCF_001700835.1	China: Shanghai	Shrimps			45	5443401		Vibrio parahaemolyticus	670	4794
GCF_001713355.1	USA: WA, Seattle			Algal phycosphere	65	3937190		Methyloversatilis sp. RAC08	1842540	3556
GCF_001721885.1	China	cattle			40.5	2415558		Pasteurella multocida	747	2232
GCF_001729485.1	China: Tianjin			China: Tianjin	72	8201357		Streptomyces lydicus	47763	7077
GCF_001767235.1	Pacific Ocean: Palmyra Atoll			shallow tropical waters, normally from coral reef substrate	43.5	9708656		Moorena producens PAL-8-15-08-1	1458985	8126
GCF_001887055.1	South Korea: Gyeongsangnam-Do			sea-bass	45.5	5045560		Vibrio parahaemolyticus	670	4430
GCF_001895285.1	Japan: Shimokita Peninsula			Coal Bed	35.5	2767908		Marinilactibacillus sp. 15R	1911586	2585
GCF_001908435.2	China:Chenmai qiaotou	Trachinotus ovatus		liver of diseased deep sea cage-cultured grouper	45	6070846		Vibrio harveyi	669	5373
GCF_001931635.1	Ghana: Rain Forest at Cape Coast			soil	71.5	7931832		Streptomyces sp. Tue 6075	1661694	6752
GCF_001983975.1	China:Yunnan			soil sample	71	10184660		Streptomyces malaysiensis subsp. malaysiensis	3455775	7944
GCF_002005225.1	China: Qinghai-Tibet Plateau			soil	72	8550793		Streptomyces pactum	68249	6997
GCF_002005305.1	Pacific Ocean			marine sediment	44.5	6353406		Shewanella psychrophila	225848	5351
GCF_002021875.1	China:Fujian			soil	71	12012215		Streptomyces hygroscopicus	1912	9714
GCF_002073695.2	USA:DC	Homo sapiens	Infection with Streptococcus agalactiae	blood	35.5	2218698		Streptococcus agalactiae	1311	2050
GCF_002082175.1	China:Shandong			Seabed sludge	72.5	7916045		Streptomyces violaceoruber	1935	6698
GCF_002090335.1	USA: Columbia, Missouri, 10 m east of stable on side of low hill				72	8399509		Streptomyces sp. MOE7	1961713	7021
GCF_002128305.1	Indian Ocean: Bay of Bengal			sediment	73.5	6287975		Streptomyces marincola	2878388	5347
GCF_002197165.1	France	Medicago truncatula		missing	62	6997718		Sinorhizobium meliloti	382	6363
GCF_002197325.1	Singapore	Homo sapiens	Bacteremia	blood	35.5	2167120		Streptococcus agalactiae	1311	2032
GCF_002209725.2	not applicable	Homo sapiens	not applicable	not applicable	45.5	5257294		Vibrio parahaemolyticus	670	4659
GCF_002215135.1	Spain	Anguilla anguilla		missing	46.5	5163135		Vibrio vulnificus	672	4404
GCF_002220985.3	not applicable	Homo sapiens	gastroenteritis	stool	45	5249405		Vibrio parahaemolyticus	670	4658
GCF_002407505.1	USA: Woods Hole, MA			seawater	39	4859883		Pseudoalteromonas sp. 1_2015MBL_MicDiv	1720343	4084
GCF_002591335.1	Germany			soil	71	10744231		Streptomyces malaysiensis subsp. malaysiensis	3455775	8379
GCF_002736265.1	China: Jiangsu Province	swine			41	2247350		Streptococcus suis	1307	2097
GCF_002812405.1	South Africa	Macrotermes natalensis		fungus-growing termite nest	71	11742376		Streptomyces malaysiensis subsp. malaysiensis	3455775	9173
GCF_002847285.1	Australia: Queensland, Heron Island			beach sand	73	8029398		Streptomyces sp. CMB-StM0423	2059884	6658
GCF_002859265.1	USA:Kentucky	Bos taurus	pneumonia	missing	40.5	2344126		Pasteurella multocida	747	2131
GCF_002859285.1	USA:Kansas	Bos taurus	pneumonia	missing	40.5	2327616		Pasteurella multocida	747	2092
GCF_002859305.1	USA:Kentucky	Bos taurus	pneumonia	missing	40.5	2327607		Pasteurella multocida	747	2092
GCF_002859325.1	USA:Kentucky	Bos taurus	pneumonia		40.5	2345801		Pasteurella multocida	747	2138
GCF_002859345.1	USA:Tennessee	Bos taurus		missing	40.5	2334845		Pasteurella multocida	747	2089
GCF_002859365.1	USA:Kansas	Bos taurus	pneumonia	missing	40.5	2334467		Pasteurella multocida	747	2071
GCF_002859385.1	USA:Tennessee	Bos taurus	pneumonia	missing	40.5	2337801		Pasteurella multocida	747	2096
GCF_002859405.1	USA:Kansas	Bos taurus	pneumonia	missing	40.5	2334516		Pasteurella multocida	747	2091
GCF_002859425.1	USA:Kansas	Bos taurus	pneumonia	missing	40.5	2462567		Pasteurella multocida	747	2277
GCF_002859445.1	USA:Kentucky	Bos taurus		missing	40.5	2258592		Pasteurella multocida	747	2008
GCF_002859485.1	USA:Tennessee	Bos taurus	pneumonia	missing	40.5	2337902		Pasteurella multocida	747	2092
GCF_002859525.1	USA:Tennessee	Bos taurus		missing	40.5	2344125		Pasteurella multocida	747	2129
GCF_002871855.1	USA: Maywood, IL	Homo sapiens		catheter	60.5	2148950		Pseudoglutamicibacter albus	98671	1848
GCF_002891825.2	China: Chongqing	Bovine		pneumonic lungs	40.5	2354071		Pasteurella multocida	747	2142
GCF_002891845.2	China: Chongqing	Bovine		pneumonic lungs	40.5	2363600		Pasteurella multocida	747	2138
GCF_002910725.2	Ireland: Kilkieran Bay	Haliclona simulans			73.5	7179914		Streptomyces sp. SM17	565560	6085
GCF_002910775.2	Ireland: Kilkieran Bay	Haliclona simulans			72	7703166		Streptomyces sp. SM18	1736046	6572
GCF_002943895.1	Canada: Ancaster, Ontario			soil	72.5	7852859		Streptomyces sp. WAC00288	2094021	6891
GCF_002948995.1	Netherlands: Hoofddorp	Homo sapiens	bilateral pneumonia	lung, right	40.5	2126408		Pasteurella multocida	747	1901
GCF_002953395.1	Jordan:Amman	Homo sapiens	Vibrio infection	human	45	5426154		Vibrio diabolicus	50719	4774
GCF_003047125.1	USA: Louisiana			Oyster/Environment	46.5	4954048		Vibrio vulnificus Env1	1246305	4191
GCF_003147545.1	South Korea:Jinju	tomato		flower	71.5	7666521		Streptomyces globisporus	1908	6512
GCF_003173275.1	China: Daqing			soil	71	9687439		Streptomyces sp. NEAU-S7GS2	2202000	8052
GCF_003288055.1	China: Shenzhen	Homo sapiens	carrier	vagina swab from a perinatal mother	35.5	2082479		Streptococcus agalactiae	1311	1937
GCF_003330865.1	missing			missing	69.5	9641288		Streptomyces atratus	1893	7980
GCF_003344445.1	China: Anhui province			Industry	71	9513637		Streptomyces lincolnensis	1915	8295
GCF_003344965.1	China: Hunan			soil	71	8454852		Streptomyces paludis	2282738	6972
GCF_003367705.1	Germany			pphyllosphere of grasses	68.5	3568138		Microbacterium foliorum	104336	3321
GCF_003402875.1	China	Sus scrofa		diseased pig	40.5	2449542		Pasteurella multocida	747	2244
GCF_003402895.1	China	missing		missing	40	2539430		Pasteurella multocida	747	2333
GCF_003402915.1	China	missing		missing	40.5	2446940		Pasteurella multocida	747	2232
GCF_003402935.1	China	missing		missing	40.5	2450574		Pasteurella multocida	747	2246
GCF_003403315.2	Russia: Baikal lake			bottom sediments of Lake Baikal	72	2820915		Thermaerobacter sp. PB12/4term	2293838	2301
GCF_003454755.1	China:Jinan			soil	72.5	8059125		Streptomyces clavuligerus	1901	6417
GCF_003589885.1	China: Yunnan			geothermally heated soil	73	6800142		Thermomonospora amylolytica	1411117	6144
GCF_003610995.1	Japan: Toyonaka			soil	71.5	7238194		Streptomyces griseus subsp. griseus	67263	5953
GCF_003612715.1	South Korea: Seoul			Unknown	45.5	5173301		Vibrio parahaemolyticus	670	4534
GCF_003627815.1	South Korea: Seocheon-ri, Socheon-myeon, Bonghwa-gun, Gyeongsangbuk-do			soil	71	8393044		Streptomyces hundungensis	1077946	7201
GCF_003675325.1	China: Dangxiong			grass soil	72	8157885		Streptomyces dangxiongensis	1442032	6604
GCF_003812445.1	not applicable	Homo sapiens	Unknown	Miscellaneous vagina	35.5	2101126		Streptococcus sp. FDAARGOS_522	2420310	1957
GCF_003812685.1	not applicable	Homo sapiens	Cystic fibrosis	sputum	35.5	2099619		Streptococcus sp. FDAARGOS_520	2420308	1980
GCF_003856715.1	China:the Yellow Sea			plastic contamination samples	69.5	3820457		Microbacterium sp. Y-01	2048898	3632
GCF_003945505.1	Nigeria:Enugu	Not Applicable		Not Applicable	73	8324535		Streptomyces sp. WAC 06738	2203210	6917
GCF_003945545.1	Canada:Blairmore, AB	Not Applicable		Not Applicable	71.5	8270461		Streptomyces sp. WAC 01529	2203205	7110
GCF_003955715.1	China:hunan province,Xiangtan	Xanthium sibiricum			71	10393987		Streptomyces aquilus	2548456	9244
GCF_003970715.1	China:yantai	ocean sediments			72	7367863		Streptomyces luteoverticillatus	66425	6272
GCF_003994375.1	USA:Providence				71	9125666		Streptomyces lydicus	47763	7572
GCF_003994395.1	USA				72.5	8963414		Streptomyces griseoviridis	45398	7542
GCF_004000565.1	France			radionuclide-contaminated soil	68.5	3824290		Microbacterium oxydans	82380	3688
GCF_004104485.1	United Kingdom: Norwich laboratory	Arabidopsis thaliana			72	8428700		Streptomyces sp. endophyte_N2	2153485	7167
GCF_004104505.1	United Kingdom: Norwich laboratory	Arabidopsis thaliana			70.5	8718751		Streptomyces sp. M2	646637	7816
GCF_004328625.1	South Korea: Kwanak Mountain, Seoul			soil	72	6426245		Streptomyces seoulensis	73044	5717
GCF_005222485.1	USA:Providence				72.5	8962736		Streptomyces griseoviridis	45398	7568
GCF_005234135.1	South Korea			Turban shell	58	4246983		Pseudorhodobacter turbinis	2500533	3876
GCF_005490965.1	Singapore	not applicable		air	72.5	8079654		Streptomyces sp. SGAir0924	2109593	6873
GCF_005517195.1	China: Henan	not collected		soil	71.5	7646296		Streptomyces vilmorinianum	3051092	6869
GCF_005519465.1	-	-		-	72.5	8544086		Streptomyces clavuligerus	1901	6810
GCF_006274235.1	China: Changsha	na			40.5	2449276		Pasteurella multocida	747	2246
GCF_006351865.1	China: Xiangtan	Sus scrofa			40.5	2448652		Pasteurella multocida	747	2246
GCF_006974005.1	not applicable	not applicable		not applicable	71	10670746		Streptomyces malaysiensis	92644	8227
GCF_008642315.1	not collected			not collected	71	8942078		Streptomyces venezuelae	54571	7686
GCF_008642335.1	not collected			not collected	71.5	8048154		Streptomyces venezuelae	54571	7004
GCF_008642355.1	not collected			not collected	71.5	8018484		Streptomyces venezuelae	54571	7077
GCF_008642375.1	not collected			soil	72	8558202		Streptomyces venezuelae	54571	7522
GCF_008693625.1	USA: KY	Homo sapiens	Unknown	clinical isolate	45.5	5003148		Vibrio parahaemolyticus	670	4347
GCF_008693845.1	USA: KY	Homo sapiens	Unknown	clinical isolate	40.5	2250063		Pasteurella multocida	747	2002
GCF_008704495.1	missing			soil	71	10133897		Streptomyces kanamyceticus	1967	8551
GCF_008704575.1	missing			soil	71.5	7756194		Streptomyces galilaeus	33899	6808
GCF_008704855.1	missing			soil	71	8501012		Streptomyces platensis	58346	7197
GCF_008705135.1	missing			soil	71	9335698		Streptomyces coeruleorubidus	116188	8196
