target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_kpsM_ncbi_40_complete$target_ID
GCF_020410765.1_protein.faa_WP_226078004.1	-	304	kpsM_final_mafft	-	260	8.6e-43	144.6	7.8	1	1	3.2e-45	1.1e-42	144.2	7.8	4	255	37	300	35	303	0.91	-	GCF_020410765.1_protein.faa_WP_226078004.1
GCF_020410765.1_protein.faa_WP_226071071.1	-	261	kpsM_final_mafft	-	260	1.6e-17	61.8	3.7	1	1	5.9e-20	2.1e-17	61.4	3.7	37	248	32	251	17	258	0.84	-	GCF_020410765.1_protein.faa_WP_226071071.1
GCF_020410765.1_protein.faa_WP_226078070.1	-	279	kpsM_final_mafft	-	260	8.9e-17	59.3	8.6	1	1	4.5e-19	1.6e-16	58.5	8.6	39	251	57	277	55	279	0.85	-	GCF_020410765.1_protein.faa_WP_226078070.1
GCF_020410765.1_protein.faa_WP_226074987.1	-	284	kpsM_final_mafft	-	260	1.6e-16	58.5	11.8	1	1	5.4e-19	1.9e-16	58.2	11.8	41	247	65	276	58	284	0.79	-	GCF_020410765.1_protein.faa_WP_226074987.1
GCF_020410765.1_protein.faa_WP_226074478.1	-	294	kpsM_final_mafft	-	260	3.9e-15	53.9	15.3	1	1	1.5e-17	5.4e-15	53.5	15.3	41	251	76	290	72	294	0.81	-	GCF_020410765.1_protein.faa_WP_226074478.1
GCF_023516375.1_protein.faa_WP_006248287.1	-	265	kpsM_final_mafft	-	260	4.4e-46	154.1	19.6	1	1	4.7e-49	5.5e-46	153.8	19.6	8	255	13	261	6	264	0.96	-	GCF_023516375.1_protein.faa_WP_006248287.1
GCF_023516375.1_protein.faa_WP_006249091.1	-	253	kpsM_final_mafft	-	260	1.8e-18	63.6	18.1	1	1	2.1e-21	2.5e-18	63.2	18.1	37	249	24	245	19	249	0.85	-	GCF_023516375.1_protein.faa_WP_006249091.1
GCF_900638605.1_protein.faa_WP_002215286.1	-	265	kpsM_final_mafft	-	260	3e-46	154.4	20.8	1	1	1.9e-49	3.9e-46	154.1	20.8	6	255	11	261	2	264	0.97	-	GCF_900638605.1_protein.faa_WP_002215286.1
GCF_020719705.1_protein.faa_WP_002855356.1	-	260	kpsM_final_mafft	-	260	1.9e-47	158	32.2	1	1	1.4e-50	2.2e-47	157.8	32.2	13	257	3	255	1	257	0.95	-	GCF_020719705.1_protein.faa_WP_002855356.1
GCF_026315165.1_protein.faa_WP_005754209.1	-	265	kpsM_final_mafft	-	260	9e-45	149.8	20.3	1	1	1.5e-47	1.1e-44	149.4	20.3	7	255	12	261	6	264	0.96	-	GCF_026315165.1_protein.faa_WP_005754209.1
GCF_026315165.1_protein.faa_WP_078737760.1	-	255	kpsM_final_mafft	-	260	9.4e-19	64.5	22	1	1	1.6e-21	1.2e-18	64.1	22	37	248	26	246	8	250	0.79	-	GCF_026315165.1_protein.faa_WP_078737760.1
GCF_024971095.1_protein.faa_WP_259607737.1	-	263	kpsM_final_mafft	-	260	2.5e-57	191	13.6	1	1	6.4e-60	3e-57	190.7	13.6	15	258	19	261	12	263	0.96	-	GCF_024971095.1_protein.faa_WP_259607737.1
GCF_024971095.1_protein.faa_WP_259607719.1	-	285	kpsM_final_mafft	-	260	1e-46	156.2	20.5	1	1	2.9e-49	1.3e-46	155.8	20.5	8	259	20	284	14	285	0.9	-	GCF_024971095.1_protein.faa_WP_259607719.1
GCF_036014055.1_protein.faa_WP_328345978.1	-	309	kpsM_final_mafft	-	260	5.1e-43	145.8	10.2	1	1	1.3e-45	6.3e-43	145.5	10.2	3	255	44	305	42	308	0.92	-	GCF_036014055.1_protein.faa_WP_328345978.1
GCF_036014055.1_protein.faa_WP_328339390.1	-	306	kpsM_final_mafft	-	260	3.2e-39	133.4	10.3	1	1	8e-42	3.8e-39	133.1	10.3	4	255	42	302	39	305	0.92	-	GCF_036014055.1_protein.faa_WP_328339390.1
GCF_036014055.1_protein.faa_WP_328347427.1	-	263	kpsM_final_mafft	-	260	4.8e-18	64	5	1	1	1.3e-20	6.1e-18	63.7	5	38	242	33	249	21	261	0.85	-	GCF_036014055.1_protein.faa_WP_328347427.1
GCF_036014055.1_protein.faa_WP_184591050.1	-	285	kpsM_final_mafft	-	260	2.6e-14	51.8	4	1	1	8.7e-17	4.1e-14	51.1	4	38	251	46	274	42	284	0.76	-	GCF_036014055.1_protein.faa_WP_184591050.1
GCF_036014055.1_protein.faa_WP_311127306.1	-	269	kpsM_final_mafft	-	260	3.1e-14	51.5	7.5	1	1	8.6e-17	4.1e-14	51.1	7.5	39	251	48	267	44	269	0.79	-	GCF_036014055.1_protein.faa_WP_311127306.1
GCF_036014055.1_protein.faa_WP_328338116.1	-	273	kpsM_final_mafft	-	260	4.5e-14	51	12.8	1	1	1.8e-16	8.7e-14	50	12.8	37	251	47	271	43	273	0.8	-	GCF_036014055.1_protein.faa_WP_328338116.1
GCF_002777395.1_protein.faa_WP_021112098.1	-	251	kpsM_final_mafft	-	260	9.7e-19	64.4	21	1	1	6.1e-22	1.4e-18	63.9	21	37	246	22	237	17	248	0.72	-	GCF_002777395.1_protein.faa_WP_021112098.1
GCF_000306865.1_protein.faa_WP_015444731.1	-	248	kpsM_final_mafft	-	260	2.7e-49	165.1	23.5	1	1	5.7e-52	3e-49	164.9	23.5	15	258	3	246	1	248	0.98	-	GCF_000306865.1_protein.faa_WP_015444731.1
GCF_000306865.1_protein.faa_WP_010946136.1	-	257	kpsM_final_mafft	-	260	5.9e-20	68.9	23.7	1	1	1.8e-22	9.6e-20	68.2	23.7	15	251	10	250	3	256	0.83	-	GCF_000306865.1_protein.faa_WP_010946136.1
GCF_002688665.1_protein.faa_WP_012027237.1	-	268	kpsM_final_mafft	-	260	1.4e-44	148.9	20.7	1	1	9.2e-48	1.8e-44	148.6	20.7	10	258	7	266	2	268	0.91	-	GCF_002688665.1_protein.faa_WP_012027237.1
GCF_016406205.1_protein.faa_WP_042848215.1	-	256	kpsM_final_mafft	-	260	9.7e-21	71.8	22.9	1	1	1.9e-23	1.3e-20	71.4	22.9	30	248	18	247	9	253	0.79	-	GCF_016406205.1_protein.faa_WP_042848215.1
GCF_001698005.1_protein.faa_WP_002215286.1	-	265	kpsM_final_mafft	-	260	2.9e-46	154.4	20.8	1	1	1.9e-49	3.7e-46	154.1	20.8	6	255	11	261	2	264	0.97	-	GCF_001698005.1_protein.faa_WP_002215286.1
GCF_016026595.1_protein.faa_WP_101624408.1	-	286	kpsM_final_mafft	-	260	2.8e-48	161.8	11.9	1	1	5.7e-51	3.2e-48	161.7	11.9	3	256	23	282	21	285	0.94	-	GCF_016026595.1_protein.faa_WP_101624408.1
GCF_016026595.1_protein.faa_WP_101624418.1	-	293	kpsM_final_mafft	-	260	3.7e-38	128.7	12.3	1	1	7.7e-41	4.4e-38	128.4	12.3	4	254	33	288	30	292	0.91	-	GCF_016026595.1_protein.faa_WP_101624418.1
GCF_016026595.1_protein.faa_WP_232252549.1	-	272	kpsM_final_mafft	-	260	1.1e-15	55	3.4	1	1	2.3e-18	1.3e-15	54.8	3.4	37	238	44	251	30	272	0.83	-	GCF_016026595.1_protein.faa_WP_232252549.1
GCF_035961655.1_protein.faa_WP_327238680.1	-	290	kpsM_final_mafft	-	260	6.8e-45	151.7	8.4	1	1	1.9e-47	8e-45	151.5	8.4	4	255	28	286	25	289	0.93	-	GCF_035961655.1_protein.faa_WP_327238680.1
GCF_035961655.1_protein.faa_WP_327233427.1	-	309	kpsM_final_mafft	-	260	4.3e-43	145.8	11.3	1	1	1.2e-45	5.1e-43	145.6	11.3	3	255	44	305	42	308	0.93	-	GCF_035961655.1_protein.faa_WP_327233427.1
GCF_035961655.1_protein.faa_WP_327236885.1	-	293	kpsM_final_mafft	-	260	7e-17	59.9	9.2	1	1	3e-19	1.3e-16	59.1	9.2	37	252	66	292	55	293	0.81	-	GCF_035961655.1_protein.faa_WP_327236885.1
GCF_035961655.1_protein.faa_WP_327235128.1	-	264	kpsM_final_mafft	-	260	5.8e-16	56.9	7.2	1	1	1.8e-18	7.7e-16	56.5	7.2	37	247	34	253	16	261	0.82	-	GCF_035961655.1_protein.faa_WP_327235128.1
GCF_035961655.1_protein.faa_WP_327234906.1	-	253	kpsM_final_mafft	-	260	2.4e-15	54.9	13.9	1	1	7.6e-18	3.2e-15	54.5	13.9	37	250	30	249	15	252	0.84	-	GCF_035961655.1_protein.faa_WP_327234906.1
GCF_035961655.1_protein.faa_WP_327234436.1	-	310	kpsM_final_mafft	-	260	3.3e-15	54.4	9.5	1	1	1e-17	4.3e-15	54	9.5	39	240	87	296	82	306	0.84	-	GCF_035961655.1_protein.faa_WP_327234436.1
GCF_002953435.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	8.2e-107	354.3	18.6	1	1	1.1e-109	9.1e-107	354.1	18.6	8	259	6	258	1	258	0.99	-	GCF_002953435.1_protein.faa_WP_000124301.1
GCF_002953435.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.7e-18	64.8	19.9	1	1	2.8e-21	2.4e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_002953435.1_protein.faa_WP_000972203.1
GCF_007980965.1_protein.faa_WP_006248287.1	-	265	kpsM_final_mafft	-	260	4.8e-46	154.1	19.6	1	1	4.7e-49	6.1e-46	153.8	19.6	8	255	13	261	6	264	0.96	-	GCF_007980965.1_protein.faa_WP_006248287.1
GCF_007980965.1_protein.faa_WP_006249091.1	-	253	kpsM_final_mafft	-	260	2e-18	63.6	18.1	1	1	2.1e-21	2.7e-18	63.2	18.1	37	249	24	245	19	249	0.85	-	GCF_007980965.1_protein.faa_WP_006249091.1
GCF_023516335.1_protein.faa_WP_006251414.1	-	265	kpsM_final_mafft	-	260	1.2e-46	156	17.4	1	1	1.2e-49	1.5e-46	155.7	17.4	8	255	13	261	6	264	0.97	-	GCF_023516335.1_protein.faa_WP_006251414.1
GCF_023516335.1_protein.faa_WP_006249091.1	-	253	kpsM_final_mafft	-	260	1.9e-18	63.6	18.1	1	1	2.1e-21	2.5e-18	63.2	18.1	37	249	24	245	19	249	0.85	-	GCF_023516335.1_protein.faa_WP_006249091.1
GCF_020783575.1_protein.faa_WP_121546211.1	-	309	kpsM_final_mafft	-	260	6.4e-43	145.1	11.6	1	1	1.8e-45	7.7e-43	144.8	11.6	4	255	43	305	40	308	0.93	-	GCF_020783575.1_protein.faa_WP_121546211.1
GCF_020783575.1_protein.faa_WP_004927792.1	-	262	kpsM_final_mafft	-	260	4e-17	60.5	2.2	1	1	1.2e-19	5.2e-17	60.1	2.2	38	246	33	250	24	259	0.84	-	GCF_020783575.1_protein.faa_WP_004927792.1
GCF_024346975.1_protein.faa_WP_119006001.1	-	256	kpsM_final_mafft	-	260	1.8e-21	73.9	22.1	1	1	1.4e-24	2.3e-21	73.5	22.1	37	248	27	247	4	251	0.79	-	GCF_024346975.1_protein.faa_WP_119006001.1
GCF_036227645.1_protein.faa_WP_217227194.1	-	309	kpsM_final_mafft	-	260	1e-42	144.7	11.9	1	1	3e-45	1.3e-42	144.4	11.9	5	255	46	305	43	308	0.93	-	GCF_036227645.1_protein.faa_WP_217227194.1
GCF_036227645.1_protein.faa_WP_329357596.1	-	312	kpsM_final_mafft	-	260	4.2e-41	139.5	8.9	1	1	1.1e-43	5e-41	139.2	8.9	3	255	47	308	45	311	0.93	-	GCF_036227645.1_protein.faa_WP_329357596.1
GCF_036227645.1_protein.faa_WP_073740798.1	-	262	kpsM_final_mafft	-	260	4.7e-21	73.8	11.1	1	1	1.5e-23	6.5e-21	73.3	11.1	43	231	31	228	26	260	0.79	-	GCF_036227645.1_protein.faa_WP_073740798.1
GCF_036227645.1_protein.faa_WP_329358157.1	-	286	kpsM_final_mafft	-	260	2.3e-17	61.7	12.8	1	1	9.3e-20	4.2e-17	60.8	12.8	37	252	59	285	48	286	0.8	-	GCF_036227645.1_protein.faa_WP_329358157.1
GCF_036227645.1_protein.faa_WP_329357194.1	-	263	kpsM_final_mafft	-	260	1.7e-16	58.8	6.7	1	1	5.2e-19	2.4e-16	58.4	6.7	38	242	33	249	21	258	0.86	-	GCF_036227645.1_protein.faa_WP_329357194.1
GCF_036227645.1_protein.faa_WP_073740235.1	-	287	kpsM_final_mafft	-	260	2.4e-16	58.4	2.7	1	1	8.9e-19	4e-16	57.6	2.7	38	221	48	240	44	277	0.84	-	GCF_036227645.1_protein.faa_WP_073740235.1
GCF_036227645.1_protein.faa_WP_329356647.1	-	264	kpsM_final_mafft	-	260	1.5e-14	52.5	0.8	1	1	4.9e-17	2.2e-14	51.9	0.8	39	246	31	250	27	262	0.79	-	GCF_036227645.1_protein.faa_WP_329356647.1
GCF_019856475.1_protein.faa_WP_012027237.1	-	268	kpsM_final_mafft	-	260	1.4e-44	148.9	20.7	1	1	9.2e-48	1.7e-44	148.6	20.7	10	258	7	266	2	268	0.91	-	GCF_019856475.1_protein.faa_WP_012027237.1
GCF_031665995.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	7.9e-107	354.3	18.6	1	1	1.1e-109	8.7e-107	354.1	18.6	8	259	6	258	1	258	0.99	-	GCF_031665995.1_protein.faa_WP_000124301.1
GCF_031665995.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.7e-18	64.8	19.9	1	1	2.8e-21	2.3e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_031665995.1_protein.faa_WP_000972203.1
GCF_009834105.1_protein.faa_WP_103487138.1	-	313	kpsM_final_mafft	-	260	1.7e-44	150.3	12.8	1	1	4.9e-47	2e-44	150	12.8	3	255	45	309	43	312	0.93	-	GCF_009834105.1_protein.faa_WP_103487138.1
GCF_009834105.1_protein.faa_WP_008414590.1	-	280	kpsM_final_mafft	-	260	1.9e-20	71.5	5	1	1	5.9e-23	2.4e-20	71.1	5	38	248	53	271	48	278	0.87	-	GCF_009834105.1_protein.faa_WP_008414590.1
GCF_009834105.1_protein.faa_WP_003948328.1	-	283	kpsM_final_mafft	-	260	1e-16	59.3	2.5	1	1	4.2e-19	1.7e-16	58.5	2.5	38	220	46	237	40	281	0.85	-	GCF_009834105.1_protein.faa_WP_003948328.1
GCF_009834105.1_protein.faa_WP_061404637.1	-	266	kpsM_final_mafft	-	260	2e-14	51.7	6.9	1	1	7.9e-17	3.3e-14	51	6.9	37	222	32	220	28	262	0.77	-	GCF_009834105.1_protein.faa_WP_061404637.1
GCF_035953295.1_protein.faa_WP_327179182.1	-	309	kpsM_final_mafft	-	260	6e-44	148.6	14	1	1	1.4e-46	7.1e-44	148.4	14	4	255	45	305	42	308	0.94	-	GCF_035953295.1_protein.faa_WP_327179182.1
GCF_035953295.1_protein.faa_WP_327176078.1	-	315	kpsM_final_mafft	-	260	2.1e-41	140.3	11.2	1	1	4.9e-44	2.6e-41	140	11.2	3	255	50	311	48	314	0.92	-	GCF_035953295.1_protein.faa_WP_327176078.1
GCF_035953295.1_protein.faa_WP_327175387.1	-	282	kpsM_final_mafft	-	260	6.3e-19	66.6	11.6	1	1	2e-21	1e-18	65.9	11.6	37	251	55	280	36	282	0.78	-	GCF_035953295.1_protein.faa_WP_327175387.1
GCF_035953295.1_protein.faa_WP_327178935.1	-	263	kpsM_final_mafft	-	260	2e-16	58.4	6.3	1	1	5.3e-19	2.8e-16	58	6.3	38	247	33	252	23	259	0.84	-	GCF_035953295.1_protein.faa_WP_327178935.1
GCF_035953295.1_protein.faa_WP_327174928.1	-	261	kpsM_final_mafft	-	260	4.6e-16	57.3	7.3	1	1	1.3e-18	6.7e-16	56.7	7.3	38	246	33	249	23	257	0.83	-	GCF_035953295.1_protein.faa_WP_327174928.1
GCF_001652645.1_protein.faa_WP_010946509.1	-	283	kpsM_final_mafft	-	260	1.7e-51	172.2	22.4	1	1	3.9e-54	1.9e-51	172	22.4	4	258	27	281	24	283	0.98	-	GCF_001652645.1_protein.faa_WP_010946509.1
GCF_001652645.1_protein.faa_WP_014843306.1	-	257	kpsM_final_mafft	-	260	5.9e-20	68.8	23.9	1	1	1.9e-22	9.5e-20	68.1	23.9	15	251	10	250	3	256	0.83	-	GCF_001652645.1_protein.faa_WP_014843306.1
GCF_030520245.1_protein.faa_WP_106674221.1	-	314	kpsM_final_mafft	-	260	2.9e-40	136.6	10.2	1	1	3.9e-43	3.5e-40	136.4	10.2	4	255	45	310	42	313	0.9	-	GCF_030520245.1_protein.faa_WP_106674221.1
GCF_030520245.1_protein.faa_WP_106677113.1	-	274	kpsM_final_mafft	-	260	7.2e-19	66.5	9.5	1	1	1.3e-21	1.1e-18	65.8	9.5	37	252	49	273	42	274	0.82	-	GCF_030520245.1_protein.faa_WP_106677113.1
GCF_030520245.1_protein.faa_WP_302867979.1	-	286	kpsM_final_mafft	-	260	1.1e-18	65.9	3.7	1	1	1.6e-21	1.4e-18	65.5	3.7	38	246	58	276	53	284	0.79	-	GCF_030520245.1_protein.faa_WP_302867979.1
GCF_030520245.1_protein.faa_WP_302864107.1	-	286	kpsM_final_mafft	-	260	1.2e-15	56	4.7	1	1	2e-18	1.7e-15	55.4	4.7	38	220	49	240	45	283	0.84	-	GCF_030520245.1_protein.faa_WP_302864107.1
GCF_001697805.1_protein.faa_WP_002215286.1	-	265	kpsM_final_mafft	-	260	2.9e-46	154.4	20.8	1	1	1.9e-49	3.7e-46	154.1	20.8	6	255	11	261	2	264	0.97	-	GCF_001697805.1_protein.faa_WP_002215286.1
GCF_017357025.1_protein.faa_WP_002855788.1	-	260	kpsM_final_mafft	-	260	8.4e-47	156	32.6	1	1	5.7e-50	9.6e-47	155.8	32.6	13	257	3	255	1	257	0.93	-	GCF_017357025.1_protein.faa_WP_002855788.1
GCF_036226665.1_protein.faa_WP_329284898.1	-	309	kpsM_final_mafft	-	260	5.5e-43	145.6	14.8	1	1	1.3e-45	6.5e-43	145.4	14.8	3	255	44	305	42	308	0.93	-	GCF_036226665.1_protein.faa_WP_329284898.1
GCF_036226665.1_protein.faa_WP_329279341.1	-	320	kpsM_final_mafft	-	260	1.1e-40	138	6.3	1	1	2.8e-43	1.3e-40	137.8	6.3	5	255	57	316	53	319	0.94	-	GCF_036226665.1_protein.faa_WP_329279341.1
GCF_036226665.1_protein.faa_WP_329274930.1	-	302	kpsM_final_mafft	-	260	1.8e-19	68.5	1	1	1	5e-22	2.4e-19	68.1	1	10	221	40	255	34	265	0.87	-	GCF_036226665.1_protein.faa_WP_329274930.1
GCF_036226665.1_protein.faa_WP_329278122.1	-	284	kpsM_final_mafft	-	260	2.4e-16	58.2	15.1	1	1	8.1e-19	3.9e-16	57.6	15.1	37	252	59	283	47	284	0.81	-	GCF_036226665.1_protein.faa_WP_329278122.1
GCF_036226665.1_protein.faa_WP_329279760.1	-	271	kpsM_final_mafft	-	260	2e-15	55.2	3.8	1	1	5.4e-18	2.6e-15	54.9	3.8	37	248	41	260	20	269	0.83	-	GCF_036226665.1_protein.faa_WP_329279760.1
GCF_036226665.1_protein.faa_WP_266973726.1	-	265	kpsM_final_mafft	-	260	1.1e-14	52.9	2.8	1	1	3.4e-17	1.7e-14	52.2	2.8	38	251	26	254	21	262	0.79	-	GCF_036226665.1_protein.faa_WP_266973726.1
GCF_036227485.1_protein.faa_WP_329268405.1	-	309	kpsM_final_mafft	-	260	1.9e-42	144	11.5	1	1	5.4e-45	2.3e-42	143.8	11.5	3	255	44	305	42	308	0.93	-	GCF_036227485.1_protein.faa_WP_329268405.1
GCF_036227485.1_protein.faa_WP_329272529.1	-	310	kpsM_final_mafft	-	260	2.6e-40	137	13.7	1	1	7.4e-43	3.2e-40	136.8	13.7	3	255	45	306	43	309	0.93	-	GCF_036227485.1_protein.faa_WP_329272529.1
GCF_036227485.1_protein.faa_WP_329273232.1	-	263	kpsM_final_mafft	-	260	7.5e-18	63.4	6.5	1	1	2.2e-20	9.7e-18	63.1	6.5	37	242	32	249	17	260	0.86	-	GCF_036227485.1_protein.faa_WP_329273232.1
GCF_036227485.1_protein.faa_WP_329267272.1	-	283	kpsM_final_mafft	-	260	3.4e-15	54.8	8.2	1	1	1e-17	4.5e-15	54.3	8.2	39	244	61	273	57	280	0.86	-	GCF_036227485.1_protein.faa_WP_329267272.1
GCF_036227485.1_protein.faa_WP_329277842.1	-	285	kpsM_final_mafft	-	260	2.3e-14	52	12.1	1	1	9.2e-17	4e-14	51.2	12.1	37	251	59	283	55	285	0.81	-	GCF_036227485.1_protein.faa_WP_329277842.1
GCF_036079075.1_protein.faa_WP_328547079.1	-	311	kpsM_final_mafft	-	260	7.5e-42	141.9	9.9	1	1	2.1e-44	9.1e-42	141.6	9.9	3	255	46	307	44	310	0.93	-	GCF_036079075.1_protein.faa_WP_328547079.1
GCF_036079075.1_protein.faa_WP_085922549.1	-	309	kpsM_final_mafft	-	260	3e-41	139.9	12.3	1	1	8.3e-44	3.6e-41	139.6	12.3	3	255	44	305	42	308	0.93	-	GCF_036079075.1_protein.faa_WP_085922549.1
GCF_036079075.1_protein.faa_WP_327225771.1	-	263	kpsM_final_mafft	-	260	2.1e-18	65	4.2	1	1	5.6e-21	2.4e-18	64.8	4.2	38	251	33	255	11	263	0.83	-	GCF_036079075.1_protein.faa_WP_327225771.1
GCF_036079075.1_protein.faa_WP_327225359.1	-	252	kpsM_final_mafft	-	260	2.9e-17	61.3	5.9	1	1	1.2e-19	5.3e-17	60.4	5.9	39	252	27	249	24	252	0.82	-	GCF_036079075.1_protein.faa_WP_327225359.1
GCF_036079075.1_protein.faa_WP_328548306.1	-	287	kpsM_final_mafft	-	260	7.6e-17	59.9	10.3	1	1	2.4e-19	1e-16	59.5	10.3	39	244	65	275	59	283	0.83	-	GCF_036079075.1_protein.faa_WP_328548306.1
GCF_036079075.1_protein.faa_WP_327224821.1	-	292	kpsM_final_mafft	-	260	6.6e-16	56.8	3.1	1	1	2.5e-18	1.1e-15	56.2	3.1	38	222	51	246	47	284	0.84	-	GCF_036079075.1_protein.faa_WP_327224821.1
GCF_036079075.1_protein.faa_WP_327226881.1	-	276	kpsM_final_mafft	-	260	4.1e-15	54.3	9.3	1	1	1.4e-17	5.9e-15	53.7	9.3	37	251	50	274	31	276	0.82	-	GCF_036079075.1_protein.faa_WP_327226881.1
GCF_000048645.1_protein.faa_WP_015444731.1	-	248	kpsM_final_mafft	-	260	2.7e-49	165.1	23.5	1	1	4.7e-52	3e-49	164.9	23.5	15	258	3	246	1	248	0.98	-	GCF_000048645.1_protein.faa_WP_015444731.1
GCF_000048645.1_protein.faa_WP_010946136.1	-	257	kpsM_final_mafft	-	260	6e-20	68.9	23.7	1	1	1.5e-22	9.7e-20	68.2	23.7	15	251	10	250	3	256	0.83	-	GCF_000048645.1_protein.faa_WP_010946136.1
GCF_011765605.1_protein.faa_WP_035688630.1	-	265	kpsM_final_mafft	-	260	4.9e-47	157.2	20.9	1	1	7.5e-50	5.8e-47	157	20.9	6	255	11	261	6	265	0.96	-	GCF_011765605.1_protein.faa_WP_035688630.1
GCF_011765605.1_protein.faa_WP_051128126.1	-	267	kpsM_final_mafft	-	260	2.3e-29	99.3	22.3	1	1	3.8e-32	2.9e-29	99	22.3	10	256	20	263	8	266	0.97	-	GCF_011765605.1_protein.faa_WP_051128126.1
GCF_011765605.1_protein.faa_WP_035684659.1	-	256	kpsM_final_mafft	-	260	1.9e-17	60.2	21.2	1	1	3.4e-20	2.7e-17	59.8	21.2	37	249	27	246	10	251	0.75	-	GCF_011765605.1_protein.faa_WP_035684659.1
GCF_003443735.1_protein.faa_WP_007386161.1	-	309	kpsM_final_mafft	-	260	5.4e-42	142.5	9.4	1	1	1.7e-44	6.5e-42	142.2	9.4	3	255	44	305	42	308	0.92	-	GCF_003443735.1_protein.faa_WP_007386161.1
GCF_003443735.1_protein.faa_WP_007382442.1	-	305	kpsM_final_mafft	-	260	4.9e-40	136.1	10.5	1	1	1.6e-42	6.1e-40	135.8	10.5	4	255	40	301	37	304	0.93	-	GCF_003443735.1_protein.faa_WP_007382442.1
GCF_003443735.1_protein.faa_WP_007382835.1	-	270	kpsM_final_mafft	-	260	1.6e-17	62.3	3.8	1	1	5.8e-20	2.3e-17	61.8	3.8	38	242	42	256	32	265	0.86	-	GCF_003443735.1_protein.faa_WP_007382835.1
GCF_003443735.1_protein.faa_WP_037898775.1	-	280	kpsM_final_mafft	-	260	3.1e-15	54.8	6.4	1	1	1.1e-17	4.2e-15	54.3	6.4	39	243	58	269	54	277	0.82	-	GCF_003443735.1_protein.faa_WP_037898775.1
GCF_003443735.1_protein.faa_WP_007385817.1	-	294	kpsM_final_mafft	-	260	5.2e-15	54	1.8	1	1	1.9e-17	7.4e-15	53.5	1.8	34	219	54	244	26	249	0.79	-	GCF_003443735.1_protein.faa_WP_007385817.1
GCF_003443735.1_protein.faa_WP_007384364.1	-	285	kpsM_final_mafft	-	260	9.4e-15	53.2	4.3	1	1	4.5e-17	1.8e-14	52.3	4.3	38	246	46	277	42	284	0.75	-	GCF_003443735.1_protein.faa_WP_007384364.1
GCF_003443735.1_protein.faa_WP_007381586.1	-	273	kpsM_final_mafft	-	260	9.9e-15	53.1	8.9	1	1	4.9e-17	1.9e-14	52.2	8.9	37	250	47	270	42	273	0.76	-	GCF_003443735.1_protein.faa_WP_007381586.1
GCF_003061265.1_protein.faa_WP_046333306.1	-	265	kpsM_final_mafft	-	260	6.8e-44	146.8	20.5	1	1	1.3e-46	8.6e-44	146.4	20.5	6	255	11	261	6	264	0.96	-	GCF_003061265.1_protein.faa_WP_046333306.1
GCF_003061265.1_protein.faa_WP_046333109.1	-	255	kpsM_final_mafft	-	260	3.4e-19	65.8	22.7	1	1	6.4e-22	4.4e-19	65.4	22.7	37	248	26	246	8	250	0.78	-	GCF_003061265.1_protein.faa_WP_046333109.1
GCF_025402955.1_protein.faa_WP_093717990.1	-	311	kpsM_final_mafft	-	260	2.2e-43	146.9	11.5	1	1	6.6e-46	2.7e-43	146.6	11.5	3	255	44	307	42	310	0.94	-	GCF_025402955.1_protein.faa_WP_093717990.1
GCF_025402955.1_protein.faa_WP_093723419.1	-	307	kpsM_final_mafft	-	260	4e-39	132.9	9	1	1	1.2e-41	4.9e-39	132.6	9	3	255	41	303	39	306	0.92	-	GCF_025402955.1_protein.faa_WP_093723419.1
GCF_025402955.1_protein.faa_WP_093720339.1	-	263	kpsM_final_mafft	-	260	6.5e-17	60.1	3.7	1	1	2.2e-19	8.9e-17	59.7	3.7	38	247	33	252	23	260	0.84	-	GCF_025402955.1_protein.faa_WP_093720339.1
GCF_025402955.1_protein.faa_WP_093722013.1	-	296	kpsM_final_mafft	-	260	1.1e-14	52.9	6.7	1	1	3.3e-17	1.4e-14	52.5	6.7	43	226	62	256	46	282	0.77	-	GCF_025402955.1_protein.faa_WP_093722013.1
GCF_025402955.1_protein.faa_WP_093720370.1	-	269	kpsM_final_mafft	-	260	1.2e-14	52.7	5.8	1	1	4e-17	1.6e-14	52.3	5.8	39	251	48	267	44	269	0.82	-	GCF_025402955.1_protein.faa_WP_093720370.1
GCF_025402955.1_protein.faa_WP_093724290.1	-	281	kpsM_final_mafft	-	260	3e-14	51.4	2.3	1	1	1.2e-16	4.8e-14	50.7	2.3	38	243	46	270	42	280	0.77	-	GCF_025402955.1_protein.faa_WP_093724290.1
GCF_025402955.1_protein.faa_WP_093723057.1	-	269	kpsM_final_mafft	-	260	3e-14	51.4	8.4	1	1	1.6e-16	6.6e-14	50.3	8.4	37	252	43	266	39	269	0.78	-	GCF_025402955.1_protein.faa_WP_093723057.1
