target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_kpsD_ncbi_40_complete$target_ID
GCF_014169775.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	2.6e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_014169775.1_protein.faa_WP_001298258.1
GCF_014169775.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.6e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_014169775.1_protein.faa_WP_000978094.1
GCF_001879585.1_protein.faa_WP_053321016.1	-	890	kpsD_final_mafft	-	594	3.1e-149	496.2	11	1	2	1.1e-102	1.3e-99	332.4	6.5	57	443	12	495	1	554	0.75	-	GCF_001879585.1_protein.faa_WP_053321016.1
GCF_001879585.1_protein.faa_WP_049877691.1	-	688	kpsD_final_mafft	-	594	1.5e-94	315.6	11	1	5	4.9e-35	5.7e-32	109	3.3	129	287	13	171	8	189	0.92	-	GCF_001879585.1_protein.faa_WP_049877691.1
GCF_001879585.1_protein.faa_WP_005458384.1	-	373	kpsD_final_mafft	-	594	9.4e-41	138	0.4	1	1	1.2e-43	1.4e-40	137.4	0.4	127	365	77	341	61	351	0.87	-	GCF_001879585.1_protein.faa_WP_005458384.1
GCF_001879585.1_protein.faa_WP_005463089.1	-	177	kpsD_final_mafft	-	594	6.7e-20	69.1	0.8	1	1	2.1e-22	2.4e-19	67.2	0.7	115	258	15	157	11	171	0.88	-	GCF_001879585.1_protein.faa_WP_005463089.1
GCF_026723845.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1.1e-37	126.8	0.4	1	1	1.6e-40	1.8e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_026723845.1_protein.faa_WP_010906973.1
GCF_949282065.1_protein.faa_WP_002781121.1	-	552	kpsD_final_mafft	-	594	4.3e-180	596.7	15	1	1	2.7e-183	4.8e-180	596.6	15	49	579	1	552	1	552	0.9	-	GCF_949282065.1_protein.faa_WP_002781121.1
GCF_030347115.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_030347115.1_protein.faa_WP_001331697.1
GCF_030347115.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.8e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_030347115.1_protein.faa_WP_000978094.1
GCF_030347095.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	2.6e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_030347095.1_protein.faa_WP_001331697.1
GCF_030347095.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.6e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_030347095.1_protein.faa_WP_000978094.1
GCF_900637395.1_protein.faa_WP_027304270.1	-	552	kpsD_final_mafft	-	594	8.9e-172	569.1	14.5	1	1	6.1e-175	9.9e-172	569	14.5	49	579	1	552	1	552	0.88	-	GCF_900637395.1_protein.faa_WP_027304270.1
GCF_007197595.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	3.4e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_007197595.1_protein.faa_WP_001298258.1
GCF_007197595.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	5e-34	115.7	2.9	1	1	1.1e-36	1.3e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_007197595.1_protein.faa_WP_000978098.1
GCF_018176975.1_protein.faa_WP_002803309.1	-	543	kpsD_final_mafft	-	594	4.6e-177	586.8	13.8	1	1	2.8e-180	5.2e-177	586.6	13.8	49	579	1	543	1	543	0.9	-	GCF_018176975.1_protein.faa_WP_002803309.1
GCF_949281945.1_protein.faa_WP_002781121.1	-	552	kpsD_final_mafft	-	594	4e-180	596.7	15	1	1	2.7e-183	4.5e-180	596.6	15	49	579	1	552	1	552	0.9	-	GCF_949281945.1_protein.faa_WP_002781121.1
GCF_002859465.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	8.6e-38	127.2	0.3	1	1	1.2e-40	1.4e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_002859465.1_protein.faa_WP_014325759.1
GCF_002059225.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1e-37	126.8	0.4	1	1	1.6e-40	1.7e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_002059225.1_protein.faa_WP_010906973.1
GCF_020719565.1_protein.faa_WP_002855298.1	-	552	kpsD_final_mafft	-	594	1.7e-180	597.9	15.8	1	1	1.2e-183	1.9e-180	597.8	15.8	49	579	1	552	1	552	0.89	-	GCF_020719565.1_protein.faa_WP_002855298.1
GCF_900637885.1_protein.faa_WP_039649213.1	-	551	kpsD_final_mafft	-	594	2.6e-170	564.1	20.6	1	1	2e-173	2.9e-170	564	20.6	49	579	1	551	1	551	0.89	-	GCF_900637885.1_protein.faa_WP_039649213.1
GCF_024334025.1_protein.faa_WP_002869183.1	-	552	kpsD_final_mafft	-	594	4.1e-180	596.8	14.9	1	1	2.6e-183	4.6e-180	596.6	14.9	49	579	1	552	1	552	0.9	-	GCF_024334025.1_protein.faa_WP_002869183.1
GCF_900638675.1_protein.faa_WP_126418644.1	-	551	kpsD_final_mafft	-	594	1.2e-170	565.3	20.3	1	1	9.1e-174	1.4e-170	565.1	20.3	49	579	1	551	1	551	0.89	-	GCF_900638675.1_protein.faa_WP_126418644.1
GCF_009739555.1_protein.faa_WP_005723127.1	-	387	kpsD_final_mafft	-	594	8.2e-38	127.1	0.4	1	1	1.3e-40	1.3e-37	126.4	0.4	126	337	78	305	57	338	0.88	-	GCF_009739555.1_protein.faa_WP_005723127.1
GCF_016811995.1_protein.faa_WP_162379960.1	-	379	kpsD_final_mafft	-	594	1.3e-34	117.6	2.9	1	1	1.6e-37	2.2e-34	116.8	2.9	121	363	71	346	1	355	0.84	-	GCF_016811995.1_protein.faa_WP_162379960.1
GCF_014058605.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	9.5e-38	126.8	0.4	1	1	1.6e-40	1.6e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_014058605.1_protein.faa_WP_010906973.1
GCF_012897395.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.3e-179	592.9	15.7	1	1	3.8e-182	6e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_012897395.1_protein.faa_WP_002851485.1
GCF_030515475.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	2.6e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_030515475.1_protein.faa_WP_001331697.1
GCF_030515475.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.7e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_030515475.1_protein.faa_WP_000978094.1
GCF_015644765.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	2.6e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_015644765.1_protein.faa_WP_001331697.1
GCF_015644765.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.6e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_015644765.1_protein.faa_WP_000978094.1
GCF_001758605.1_protein.faa_WP_070226028.1	-	900	kpsD_final_mafft	-	594	2.1e-148	493.4	10.8	1	2	1.4e-100	1.6e-97	325.4	6.4	55	443	10	494	1	564	0.75	-	GCF_001758605.1_protein.faa_WP_070226028.1
GCF_001758605.1_protein.faa_WP_229024313.1	-	688	kpsD_final_mafft	-	594	3.2e-94	314.4	10.8	1	5	4.6e-35	5e-32	109	3.4	129	287	13	171	8	189	0.92	-	GCF_001758605.1_protein.faa_WP_229024313.1
GCF_001758605.1_protein.faa_WP_023584498.1	-	372	kpsD_final_mafft	-	594	4.2e-42	142.3	0.5	1	1	5e-45	5.5e-42	142	0.5	124	364	72	339	5	350	0.86	-	GCF_001758605.1_protein.faa_WP_023584498.1
GCF_001758605.1_protein.faa_WP_005463089.1	-	177	kpsD_final_mafft	-	594	6.3e-20	69.1	0.8	1	1	2.1e-22	2.3e-19	67.2	0.7	115	258	15	157	11	171	0.88	-	GCF_001758605.1_protein.faa_WP_005463089.1
GCF_002011945.1_protein.faa_WP_001295357.1	-	379	kpsD_final_mafft	-	594	3.3e-39	132.9	1.4	1	1	3.5e-42	4.3e-39	132.5	1.4	114	365	68	346	1	356	0.8	-	GCF_002011945.1_protein.faa_WP_001295357.1
GCF_002011945.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.8e-34	115.9	2.8	1	1	1e-36	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_002011945.1_protein.faa_WP_000978094.1
GCF_030272215.1_protein.faa_WP_012848788.1	-	183	kpsD_final_mafft	-	594	8.6e-24	81.4	0	1	1	5.1e-27	1.7e-23	80.5	0	129	285	32	179	20	181	0.91	-	GCF_030272215.1_protein.faa_WP_012848788.1
GCF_031432935.1_protein.faa_WP_016534133.1	-	387	kpsD_final_mafft	-	594	3.2e-37	125.2	0.3	1	1	5.1e-40	5.3e-37	124.4	0.3	126	337	78	305	57	336	0.88	-	GCF_031432935.1_protein.faa_WP_016534133.1
GCF_031432935.1_protein.faa_WP_030017789.1	-	393	kpsD_final_mafft	-	594	2.9e-15	52.7	3.7	1	2	9.4e-17	9.8e-14	47.6	3.5	111	283	57	249	1	252	0.72	-	GCF_031432935.1_protein.faa_WP_030017789.1
GCF_017356905.1_protein.faa_WP_052802778.1	-	552	kpsD_final_mafft	-	594	4.9e-179	593.1	15.3	1	1	3.5e-182	5.4e-179	592.9	15.3	49	579	1	552	1	552	0.89	-	GCF_017356905.1_protein.faa_WP_052802778.1
GCF_018968685.1_protein.faa_WP_216681476.1	-	553	kpsD_final_mafft	-	594	1.8e-171	568.1	16.6	1	1	1.3e-174	2e-171	567.9	16.6	49	578	1	552	1	553	0.88	-	GCF_018968685.1_protein.faa_WP_216681476.1
GCF_017357025.1_protein.faa_WP_002856463.1	-	552	kpsD_final_mafft	-	594	3e-179	593.9	15.5	1	1	2e-182	3.3e-179	593.7	15.5	49	579	1	552	1	552	0.89	-	GCF_017357025.1_protein.faa_WP_002856463.1
GCF_002859525.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	7.9e-38	127.2	0.3	1	1	1.2e-40	1.3e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_002859525.1_protein.faa_WP_014325759.1
GCF_023573125.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	9.3e-38	126.8	0.4	1	1	1.6e-40	1.6e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_023573125.1_protein.faa_WP_010906973.1
GCF_030515455.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	2.6e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_030515455.1_protein.faa_WP_001331697.1
GCF_030515455.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.6e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_030515455.1_protein.faa_WP_000978094.1
GCF_023572865.1_protein.faa_WP_250190896.1	-	387	kpsD_final_mafft	-	594	2.5e-37	125.5	1.3	1	1	4.8e-40	4.9e-37	124.5	1.4	126	335	78	303	65	335	0.88	-	GCF_023572865.1_protein.faa_WP_250190896.1
GCF_900638685.1_protein.faa_WP_081463195.1	-	377	kpsD_final_mafft	-	594	2.2e-36	122.3	2.1	1	1	8e-39	5.3e-36	121.1	2.2	130	364	85	349	33	359	0.87	-	GCF_900638685.1_protein.faa_WP_081463195.1
GCF_016889685.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_016889685.1_protein.faa_WP_001331697.1
GCF_016889685.1_protein.faa_WP_000978107.1	-	379	kpsD_final_mafft	-	594	4.6e-34	116	2.7	1	1	7e-37	1.2e-33	114.6	2.7	122	363	72	346	1	354	0.84	-	GCF_016889685.1_protein.faa_WP_000978107.1
GCF_030347135.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_030347135.1_protein.faa_WP_001331697.1
GCF_030347135.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.9e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_030347135.1_protein.faa_WP_000978094.1
GCF_023572905.1_protein.faa_WP_064972995.1	-	387	kpsD_final_mafft	-	594	1e-37	126.9	0.5	1	1	1.5e-40	1.6e-37	126.2	0.5	126	337	78	305	45	336	0.89	-	GCF_023572905.1_protein.faa_WP_064972995.1
GCF_018176875.1_protein.faa_WP_002803309.1	-	543	kpsD_final_mafft	-	594	4.6e-177	586.8	13.8	1	1	2.8e-180	5.2e-177	586.6	13.8	49	579	1	543	1	543	0.9	-	GCF_018176875.1_protein.faa_WP_002803309.1
GCF_024722495.1_protein.faa_WP_039482630.1	-	378	kpsD_final_mafft	-	594	7e-37	124.9	0.3	1	1	4.3e-40	8.6e-37	124.7	0.3	122	363	78	344	1	354	0.83	-	GCF_024722495.1_protein.faa_WP_039482630.1
GCF_024722495.1_protein.faa_WP_029368636.1	-	185	kpsD_final_mafft	-	594	7.1e-24	82	0.1	1	1	5.1e-27	1e-23	81.5	0.1	130	269	35	176	22	181	0.89	-	GCF_024722495.1_protein.faa_WP_029368636.1
GCF_004792575.1_protein.faa_WP_135952996.1	-	387	kpsD_final_mafft	-	594	9.3e-38	126.9	0.4	1	1	1.4e-40	1.5e-37	126.2	0.4	126	337	78	305	57	338	0.88	-	GCF_004792575.1_protein.faa_WP_135952996.1
GCF_011149495.1_protein.faa_WP_104228150.1	-	387	kpsD_final_mafft	-	594	2.9e-37	125.4	1.1	1	1	5e-40	5.6e-37	124.4	1.1	126	336	78	304	64	334	0.88	-	GCF_011149495.1_protein.faa_WP_104228150.1
GCF_016903335.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	2.6e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_016903335.1_protein.faa_WP_001331697.1
GCF_016903335.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.6e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_016903335.1_protein.faa_WP_000978094.1
GCF_000015525.1_protein.faa_WP_002869183.1	-	552	kpsD_final_mafft	-	594	3.9e-180	596.8	14.9	1	1	2.6e-183	4.3e-180	596.6	14.9	49	579	1	552	1	552	0.9	-	GCF_000015525.1_protein.faa_WP_002869183.1
GCF_000006825.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	9.5e-38	126.8	0.4	1	1	1.6e-40	1.6e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_000006825.1_protein.faa_WP_010906973.1
GCF_017815735.1_protein.faa_WP_016534133.1	-	387	kpsD_final_mafft	-	594	3.2e-37	125.2	0.3	1	1	5.1e-40	5.3e-37	124.4	0.3	126	337	78	305	57	336	0.88	-	GCF_017815735.1_protein.faa_WP_016534133.1
GCF_017815735.1_protein.faa_WP_030017789.1	-	393	kpsD_final_mafft	-	594	2.9e-15	52.7	3.7	1	2	9.4e-17	9.8e-14	47.6	3.5	111	283	57	249	1	252	0.72	-	GCF_017815735.1_protein.faa_WP_030017789.1
GCF_023716705.1_protein.faa_WP_252035821.1	-	877	kpsD_final_mafft	-	594	2.2e-144	480.1	2.3	1	2	2.4e-94	2.1e-91	305.2	1.1	64	439	6	464	1	542	0.73	-	GCF_023716705.1_protein.faa_WP_252035821.1
GCF_023716705.1_protein.faa_WP_252034572.1	-	701	kpsD_final_mafft	-	594	6.9e-104	346.4	0.4	1	6	2.6e-35	2.3e-32	110.2	0.1	132	286	28	182	18	198	0.89	-	GCF_023716705.1_protein.faa_WP_252034572.1
GCF_023716705.1_protein.faa_WP_239835405.1	-	172	kpsD_final_mafft	-	594	6.6e-24	82.3	0	1	2	6.6e-18	5.8e-15	52.7	0.2	127	220	17	111	4	111	0.94	-	GCF_023716705.1_protein.faa_WP_239835405.1
GCF_023517695.1_protein.faa_WP_000872596.1	-	366	kpsD_final_mafft	-	594	1.5e-26	90.8	8.1	1	1	1.1e-28	4.3e-25	86	7.8	129	363	76	338	60	340	0.85	-	GCF_023517695.1_protein.faa_WP_000872596.1
GCF_000830845.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.4e-179	592.9	15.7	1	1	3.8e-182	6.1e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_000830845.1_protein.faa_WP_002851485.1
GCF_029773935.1_protein.faa_WP_279438600.1	-	385	kpsD_final_mafft	-	594	2e-37	125.8	3.1	1	1	2.8e-40	2.9e-37	125.3	3.1	122	341	72	307	5	330	0.85	-	GCF_029773935.1_protein.faa_WP_279438600.1
GCF_026315145.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1.1e-37	126.8	0.4	1	1	1.6e-40	1.8e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_026315145.1_protein.faa_WP_010906973.1
GCF_023572945.1_protein.faa_WP_064972995.1	-	387	kpsD_final_mafft	-	594	9.6e-38	126.9	0.5	1	1	1.5e-40	1.5e-37	126.2	0.5	126	337	78	305	45	336	0.89	-	GCF_023572945.1_protein.faa_WP_064972995.1
GCF_002859265.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	7.9e-38	127.2	0.3	1	1	1.2e-40	1.3e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_002859265.1_protein.faa_WP_014325759.1
GCF_003402935.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	8.4e-38	127.2	0.3	1	1	1.2e-40	1.3e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_003402935.1_protein.faa_WP_014325759.1
GCF_002951835.1_protein.faa_WP_002642522.1	-	378	kpsD_final_mafft	-	594	1.4e-36	123.1	6.5	1	1	1.8e-39	2e-36	122.6	6.5	113	366	74	354	1	369	0.74	-	GCF_002951835.1_protein.faa_WP_002642522.1
GCF_002393385.1_protein.faa_WP_096743761.1	-	387	kpsD_final_mafft	-	594	3.3e-37	125.1	1.3	1	1	5.8e-40	6.2e-37	124.2	1.3	126	335	78	303	61	333	0.89	-	GCF_002393385.1_protein.faa_WP_096743761.1
GCF_009498295.1_protein.faa_WP_153268824.1	-	261	kpsD_final_mafft	-	594	8.2e-19	64.8	3.2	1	1	4.4e-22	1.3e-18	64.2	3.2	153	292	91	232	77	240	0.88	-	GCF_009498295.1_protein.faa_WP_153268824.1
GCF_024759405.1_protein.faa_WP_055268957.1	-	803	kpsD_final_mafft	-	594	1.2e-193	643	25	1	4	5.3e-141	4.1e-138	459.7	9.8	48	416	2	452	1	456	0.88	-	GCF_024759405.1_protein.faa_WP_055268957.1
GCF_024759405.1_protein.faa_WP_055271551.1	-	266	kpsD_final_mafft	-	594	3.6e-19	66.9	0.4	1	1	6.3e-22	4.8e-19	66.5	0.4	152	289	94	233	3	238	0.89	-	GCF_024759405.1_protein.faa_WP_055271551.1
GCF_024759405.1_protein.faa_WP_055271750.1	-	264	kpsD_final_mafft	-	594	4.8e-19	66.5	1.4	1	1	7.6e-22	5.8e-19	66.2	1.4	151	289	91	231	1	237	0.83	-	GCF_024759405.1_protein.faa_WP_055271750.1
GCF_024759405.1_protein.faa_WP_055271104.1	-	264	kpsD_final_mafft	-	594	5.6e-19	66.3	0.3	1	1	8e-22	6.1e-19	66.1	0.3	152	289	92	231	2	240	0.85	-	GCF_024759405.1_protein.faa_WP_055271104.1
GCF_024759405.1_protein.faa_WP_109115330.1	-	264	kpsD_final_mafft	-	594	1.9e-18	64.5	0.2	1	1	2.8e-21	2.1e-18	64.3	0.2	152	288	92	230	2	235	0.83	-	GCF_024759405.1_protein.faa_WP_109115330.1
GCF_024759405.1_protein.faa_WP_029425649.1	-	264	kpsD_final_mafft	-	594	3.3e-18	63.7	0.1	1	1	5e-21	3.8e-18	63.5	0.1	127	288	66	230	1	235	0.8	-	GCF_024759405.1_protein.faa_WP_029425649.1
GCF_025369875.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	3.4e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_025369875.1_protein.faa_WP_001331697.1
GCF_025369875.1_protein.faa_WP_000978107.1	-	379	kpsD_final_mafft	-	594	4.6e-34	116	2.7	1	1	9.3e-37	1.2e-33	114.6	2.7	122	363	72	346	1	354	0.84	-	GCF_025369875.1_protein.faa_WP_000978107.1
GCF_003971585.1_protein.faa_WP_002781121.1	-	552	kpsD_final_mafft	-	594	4.3e-180	596.7	15	1	1	2.7e-183	4.8e-180	596.6	15	49	579	1	552	1	552	0.9	-	GCF_003971585.1_protein.faa_WP_002781121.1
GCF_014217995.1_protein.faa_WP_099507728.1	-	554	kpsD_final_mafft	-	594	2.5e-172	571	15	1	1	1.7e-175	2.8e-172	570.8	15	49	579	1	554	1	554	0.87	-	GCF_014217995.1_protein.faa_WP_099507728.1
GCF_013466235.1_protein.faa_WP_002855298.1	-	552	kpsD_final_mafft	-	594	1.7e-180	597.9	15.8	1	1	1.2e-183	1.9e-180	597.8	15.8	49	579	1	552	1	552	0.89	-	GCF_013466235.1_protein.faa_WP_002855298.1
GCF_016903215.1_protein.faa_WP_000872596.1	-	366	kpsD_final_mafft	-	594	1.4e-26	90.8	8.1	1	1	1.1e-28	3.9e-25	86	7.8	129	363	76	338	60	340	0.85	-	GCF_016903215.1_protein.faa_WP_000872596.1
GCF_013285285.1_protein.faa_WP_021116816.1	-	384	kpsD_final_mafft	-	594	1.6e-35	119.7	3.5	1	1	2.4e-38	2.7e-35	118.9	3.5	129	342	79	309	66	331	0.89	-	GCF_013285285.1_protein.faa_WP_021116816.1
GCF_023716545.1_protein.faa_WP_252035821.1	-	877	kpsD_final_mafft	-	594	2.2e-144	480.1	2.3	1	2	2.4e-94	2.1e-91	305.2	1.1	64	439	6	464	1	542	0.73	-	GCF_023716545.1_protein.faa_WP_252035821.1
GCF_023716545.1_protein.faa_WP_252034572.1	-	701	kpsD_final_mafft	-	594	6.9e-104	346.4	0.4	1	6	2.6e-35	2.3e-32	110.2	0.1	132	286	28	182	18	198	0.89	-	GCF_023716545.1_protein.faa_WP_252034572.1
GCF_023716545.1_protein.faa_WP_239835405.1	-	172	kpsD_final_mafft	-	594	6.6e-24	82.3	0	1	2	6.6e-18	5.8e-15	52.7	0.2	127	220	17	111	4	111	0.94	-	GCF_023716545.1_protein.faa_WP_239835405.1
GCF_001663095.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	8e-38	127.2	0.3	1	1	1.2e-40	1.3e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_001663095.1_protein.faa_WP_014325759.1
GCF_002859325.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	7.9e-38	127.2	0.3	1	1	1.2e-40	1.3e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_002859325.1_protein.faa_WP_014325759.1
GCF_023205895.1_protein.faa_WP_086585090.1	-	890	kpsD_final_mafft	-	594	3.9e-149	495.8	12.6	1	2	2.2e-102	2.4e-99	331.4	8.2	57	443	12	495	1	554	0.75	-	GCF_023205895.1_protein.faa_WP_086585090.1
GCF_023205895.1_protein.faa_WP_086583798.1	-	700	kpsD_final_mafft	-	594	1.3e-94	315.8	10.1	1	5	5.4e-35	5.9e-32	108.8	2.8	129	286	25	182	20	197	0.92	-	GCF_023205895.1_protein.faa_WP_086583798.1
GCF_023205895.1_protein.faa_WP_005458384.1	-	373	kpsD_final_mafft	-	594	8.9e-41	138	0.4	1	1	1.2e-43	1.3e-40	137.4	0.4	127	365	77	341	61	351	0.87	-	GCF_023205895.1_protein.faa_WP_005458384.1
GCF_023205895.1_protein.faa_WP_086584940.1	-	177	kpsD_final_mafft	-	594	9e-21	71.9	0.7	1	1	2.7e-23	3e-20	70.2	0.7	115	259	15	158	11	174	0.87	-	GCF_023205895.1_protein.faa_WP_086584940.1
GCF_002846135.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.9e-186	618.2	1.3	1	1	2.6e-189	4.4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_002846135.1_protein.faa_WP_001331697.1
GCF_002846135.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	5e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_002846135.1_protein.faa_WP_000978094.1
GCF_036287665.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.3e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_036287665.1_protein.faa_WP_001331697.1
GCF_036287665.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.9e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_036287665.1_protein.faa_WP_000978094.1
GCF_014082005.1_protein.faa_WP_002860356.1	-	552	kpsD_final_mafft	-	594	3.3e-180	597	15.2	1	1	2.3e-183	3.7e-180	596.8	15.2	49	579	1	552	1	552	0.9	-	GCF_014082005.1_protein.faa_WP_002860356.1
GCF_002953395.1_protein.faa_WP_104971175.1	-	900	kpsD_final_mafft	-	594	8.7e-149	494.8	10.5	1	2	8.9e-101	1.1e-97	326.1	6	55	443	10	494	1	564	0.74	-	GCF_002953395.1_protein.faa_WP_104971175.1
GCF_002953395.1_protein.faa_WP_104971672.1	-	700	kpsD_final_mafft	-	594	1.7e-95	318.7	10	1	5	1.1e-35	1.3e-32	111.1	3	129	286	25	182	18	196	0.92	-	GCF_002953395.1_protein.faa_WP_104971672.1
GCF_002953395.1_protein.faa_WP_006740798.1	-	372	kpsD_final_mafft	-	594	1.4e-41	140.7	0.2	1	1	1.6e-44	1.9e-41	140.3	0.2	125	365	74	340	3	350	0.86	-	GCF_002953395.1_protein.faa_WP_006740798.1
GCF_002953395.1_protein.faa_WP_048625325.1	-	177	kpsD_final_mafft	-	594	7.9e-19	65.6	0.4	1	1	1.7e-21	2e-18	64.2	0.4	129	257	25	156	13	174	0.88	-	GCF_002953395.1_protein.faa_WP_048625325.1
