GCF_029201445.1_protein.faa_WP_275595852.1	-	119	CST-I	PF06002.18	295	0.017	11.7	0.1	1	1	9e-06	0.021	11.4	0.1	33	101	6	73	3	82	0.78	response	regulator	[Thiomicrorhabdus	lithotrophica]
GCF_029542225.1_protein.faa_WP_058219795.1	-	66	CST-I	PF06002.18	295	0.0053	13.2	0.3	1	1	2.4e-06	0.0054	13.2	0.3	150	183	5	38	1	52	0.86	hypothetical	protein	[Lactococcus	lactis]
GCF_029581115.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.006	13.2	0.3	1	1	2.4e-06	0.006	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_029873295.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	5.6e-176	581.2	13.4	1	1	2.6e-179	6.4e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_029953655.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0061	13.2	0.3	1	1	2.4e-06	0.0061	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_029983095.1_protein.faa_WP_002335627.1	-	80	CST-I	PF06002.18	295	0.0063	13.2	0.1	1	1	2.6e-06	0.0067	13.2	0.1	226	283	20	75	4	79	0.80	MULTISPECIES:	helix-turn-helix	domain-containing	protein	[Bacilli]
GCF_030020235.1_protein.faa_WP_025190658.1	-	171	CST-I	PF06002.18	295	0.00052	16.8	3.0	1	1	2.4e-07	0.00062	16.5	3.0	158	275	46	164	31	166	0.80	hypothetical	protein	[Enterococcus	faecalis]
GCF_030035285.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_030035405.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.4e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_030291895.1_protein.faa_WP_069023626.1	-	175	CST-I	PF06002.18	295	0.013	13.1	0.1	1	1	3e-06	0.014	13.0	0.1	150	226	66	143	25	166	0.75	MULTISPECIES:	SMI1/KNR4	family	protein	[unclassified	Pseudoalteromonas]
GCF_030388485.1_protein.faa_WP_002335627.1	-	80	CST-I	PF06002.18	295	0.0056	13.2	0.1	1	1	2.6e-06	0.006	13.2	0.1	226	283	20	75	4	79	0.80	MULTISPECIES:	helix-turn-helix	domain-containing	protein	[Bacilli]
GCF_030437975.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0065	13.2	0.3	1	1	2.4e-06	0.0065	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_030480465.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0059	13.2	0.3	1	1	2.4e-06	0.0059	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_030489665.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0058	13.2	0.3	1	1	2.4e-06	0.0058	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_030664655.1_protein.faa_WP_032585998.1	-	292	CST-I	PF06002.18	295	5.6e-109	360.8	24.0	1	1	3.6e-112	6.3e-109	360.7	24.0	2	295	3	292	2	292	0.97	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_030846735.1_protein.faa_WP_016532978.1	-	303	CST-I	PF06002.18	295	8.2e-175	577.4	12.9	1	1	4e-178	9.2e-175	577.2	12.9	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_030867405.1_protein.faa_WP_049069512.1	-	78	CST-I	PF06002.18	295	0.013	12.7	0.0	1	1	3.8e-06	0.014	12.6	0.0	232	284	18	68	10	76	0.79	MULTISPECIES:	hypothetical	protein	[Acinetobacter]
GCF_031192345.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_031349165.1_protein.faa_WP_052802054.1	-	291	CST-I	PF06002.18	295	1.3e-107	356.3	25.8	1	1	8.7e-111	1.5e-107	356.1	25.8	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_031432935.1_protein.faa_WP_005751869.1	-	303	CST-I	PF06002.18	295	3.8e-175	578.3	12.6	1	1	2e-178	4.3e-175	578.1	12.6	1	295	11	303	11	303	1.00	alpha	2-3-sialyltransferase	[Pasteurella	multocida]
GCF_031463095.1_protein.faa_WP_241951610.1	-	303	CST-I	PF06002.18	295	1.7e-176	582.8	14.1	1	1	8.8e-180	1.9e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha	2-3-sialyltransferase	[Pasteurella	multocida]
GCF_031583005.1_protein.faa_WP_241951610.1	-	303	CST-I	PF06002.18	295	1.7e-176	582.8	14.1	1	1	8.8e-180	1.9e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha	2-3-sialyltransferase	[Pasteurella	multocida]
GCF_031587895.1_protein.faa_WP_052802054.1	-	291	CST-I	PF06002.18	295	1.3e-107	356.3	25.8	1	1	8.7e-111	1.5e-107	356.1	25.8	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_031588995.1_protein.faa_WP_310842000.1	-	303	CST-I	PF06002.18	295	1.6e-176	582.8	14.1	1	1	8.8e-180	1.8e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha	2-3-sialyltransferase	[Pasteurella	multocida]
GCF_031589515.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.6e-176	582.8	14.1	1	1	8.8e-180	1.8e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha	2-3-sialyltransferase	[Pasteurella	multocida]
GCF_031623015.1_protein.faa_WP_052802054.1	-	291	CST-I	PF06002.18	295	1.3e-107	356.3	25.8	1	1	8.7e-111	1.5e-107	356.1	25.8	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_031676495.1_protein.faa_WP_052802054.1	-	291	CST-I	PF06002.18	295	1.3e-107	356.3	25.8	1	1	8.7e-111	1.5e-107	356.1	25.8	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_032041175.1_protein.faa_WP_052802054.1	-	291	CST-I	PF06002.18	295	1.3e-107	356.3	25.8	1	1	8.7e-111	1.5e-107	356.1	25.8	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_032598635.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.8e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_032821795.1_protein.faa_WP_317032855.1	-	78	CST-I	PF06002.18	295	0.002	15.2	0.0	1	1	6.6e-07	0.002	15.1	0.0	230	278	16	66	7	76	0.78	MULTISPECIES:	hypothetical	protein	[unclassified	Acinetobacter]
GCF_032823475.1_protein.faa_WP_317032855.1	-	78	CST-I	PF06002.18	295	0.002	15.2	0.0	1	1	6.6e-07	0.002	15.1	0.0	230	278	16	66	7	76	0.78	MULTISPECIES:	hypothetical	protein	[unclassified	Acinetobacter]
GCF_033096585.1_protein.faa_WP_209392605.1	-	291	CST-I	PF06002.18	295	2.6e-110	365.1	26.9	1	1	1.8e-113	2.9e-110	364.9	26.9	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033096605.1_protein.faa_WP_070307156.1	-	304	CST-I	PF06002.18	295	5.4e-109	360.8	26.5	1	1	3.8e-112	6.1e-109	360.6	26.5	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033096785.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.2e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_033096825.1_protein.faa_WP_306179556.1	-	292	CST-I	PF06002.18	295	1.6e-108	359.3	25.2	1	1	2.2e-111	1.8e-108	359.1	25.2	2	295	3	292	2	292	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033096825.1_protein.faa_WP_317649039.1	-	420	CST-I	PF06002.18	295	8e-87	288.0	20.7	1	2	9.6e-90	8e-87	288.0	20.7	2	253	13	258	12	271	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033096825.1_protein.faa_WP_317649039.1	-	420	CST-I	PF06002.18	295	8e-87	288.0	20.7	2	2	0.041	34	0.4	0.2	249	285	293	328	260	337	0.62	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033096945.1_protein.faa_WP_053875543.1	-	297	CST-I	PF06002.18	295	1.8e-61	204.7	20.2	1	1	1.4e-64	2.2e-61	204.4	20.2	1	292	10	290	10	293	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_033096985.1_protein.faa_WP_002878823.1	-	291	CST-I	PF06002.18	295	2.4e-109	362.0	24.7	1	1	1.5e-112	2.7e-109	361.9	24.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_033097045.1_protein.faa_WP_002878823.1	-	291	CST-I	PF06002.18	295	2.3e-109	362.0	24.7	1	1	1.5e-112	2.6e-109	361.9	24.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_033097065.1_protein.faa_WP_070318230.1	-	291	CST-I	PF06002.18	295	3.3e-109	361.6	24.5	1	1	2.1e-112	3.7e-109	361.4	24.5	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033097085.1_protein.faa_WP_317676755.1	-	291	CST-I	PF06002.18	295	1.1e-109	363.1	24.9	1	1	7.4e-113	1.2e-109	362.9	24.9	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033097105.1_protein.faa_WP_317647901.1	-	437	CST-I	PF06002.18	295	7.4e-87	288.2	21.8	1	2	4.3e-90	7.4e-87	288.2	21.8	2	253	13	258	12	292	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033097105.1_protein.faa_WP_317647901.1	-	437	CST-I	PF06002.18	295	7.4e-87	288.2	21.8	2	2	0.029	49	-0.1	0.2	253	284	296	327	262	336	0.63	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033097205.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	5.7e-61	203.1	19.6	1	1	4.2e-64	6.8e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_033097225.1_protein.faa_WP_317648172.1	-	291	CST-I	PF06002.18	295	2e-107	355.6	24.9	1	1	1.4e-110	2.3e-107	355.4	24.9	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033097245.1_protein.faa_WP_317694099.1	-	291	CST-I	PF06002.18	295	1.9e-109	362.3	26.9	1	1	1.3e-112	2.2e-109	362.1	26.9	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033097285.1_protein.faa_WP_052801091.1	-	301	CST-I	PF06002.18	295	6.2e-105	347.4	28.3	1	1	8.8e-108	7e-105	347.2	28.3	2	295	3	295	2	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033097285.1_protein.faa_WP_144688548.1	-	425	CST-I	PF06002.18	295	6.2e-87	288.3	23.8	1	2	8.5e-90	6.7e-87	288.2	22.0	2	253	13	258	12	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033097285.1_protein.faa_WP_144688548.1	-	425	CST-I	PF06002.18	295	6.2e-87	288.3	23.8	2	2	0.075	59	-0.5	0.1	254	282	297	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033128325.1_protein.faa_WP_002878823.1	-	291	CST-I	PF06002.18	295	2.4e-109	362.0	24.7	1	1	1.5e-112	2.6e-109	361.9	24.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_033129065.1_protein.faa_WP_042635873.1	-	292	CST-I	PF06002.18	295	4.4e-108	357.9	23.8	1	1	2.9e-111	4.9e-108	357.7	23.8	2	295	3	292	2	292	0.97	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_033129285.1_protein.faa_WP_002878823.1	-	291	CST-I	PF06002.18	295	2.4e-109	362.0	24.7	1	1	1.5e-112	2.7e-109	361.9	24.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_033129305.1_protein.faa_WP_317719069.1	-	291	CST-I	PF06002.18	295	8.9e-109	360.1	24.9	1	1	5.8e-112	1e-108	360.0	24.9	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033129365.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	1.5e-170	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_033129365.1_protein.faa_WP_317729356.1	-	435	CST-I	PF06002.18	295	4.6e-86	285.5	21.9	1	2	5.5e-89	4.6e-86	285.5	21.9	2	253	13	258	12	275	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033129365.1_protein.faa_WP_317729356.1	-	435	CST-I	PF06002.18	295	4.6e-86	285.5	21.9	2	2	0.074	62	-0.5	0.1	251	282	295	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033129825.1_protein.faa_WP_262084059.1	-	415	CST-I	PF06002.18	295	8.5e-87	288.0	20.7	1	2	4.8e-90	8.5e-87	288.0	20.7	2	253	13	258	12	268	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033129825.1_protein.faa_WP_262084059.1	-	415	CST-I	PF06002.18	295	8.5e-87	288.0	20.7	2	2	0.021	38	0.3	0.3	164	282	291	325	262	336	0.55	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033129965.1_protein.faa_WP_042635873.1	-	292	CST-I	PF06002.18	295	4.4e-108	357.9	23.8	1	1	2.9e-111	5e-108	357.7	23.8	2	295	3	292	2	292	0.97	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_033130005.1_protein.faa_WP_002878823.1	-	291	CST-I	PF06002.18	295	2.5e-109	362.0	24.7	1	1	1.5e-112	2.8e-109	361.9	24.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_033130025.1_protein.faa_WP_317729670.1	-	291	CST-I	PF06002.18	295	2.3e-106	352.2	26.1	1	1	1.5e-109	2.5e-106	352.1	26.1	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_033631205.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0058	13.2	0.3	1	1	2.4e-06	0.0059	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_033879915.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0059	13.2	0.3	1	1	2.4e-06	0.0059	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_034019295.1_protein.faa_WP_131112713.1	-	120	CST-I	PF06002.18	295	0.00057	16.6	0.4	1	1	2.7e-07	0.00065	16.4	0.4	146	222	23	96	10	110	0.85	hypothetical	protein	[Staphylococcus	pseudintermedius]
GCF_034059295.1_protein.faa_WP_320571645.1	-	122	CST-I	PF06002.18	295	0.0026	15.5	0.9	1	1	5.4e-07	0.0028	15.4	0.9	24	104	4	84	1	103	0.73	hypothetical	protein	[Pseudomonas	sp.	HR96]
GCF_034646055.1_protein.faa_WP_260626776.1	-	100	CST-I	PF06002.18	295	0.00011	17.2	0.7	1	1	1.8e-07	0.00013	16.9	0.7	214	289	14	90	3	94	0.81	hypothetical	protein	[Mycoplasmopsis	felis]
GCF_034646875.2_protein.faa_WP_260626776.1	-	100	CST-I	PF06002.18	295	0.00011	17.2	0.7	1	1	1.8e-07	0.00013	16.9	0.7	214	289	14	90	3	94	0.81	hypothetical	protein	[Mycoplasmopsis	felis]
GCF_034647055.2_protein.faa_WP_260626776.1	-	100	CST-I	PF06002.18	295	0.00012	17.2	0.7	1	1	1.8e-07	0.00014	16.9	0.7	214	289	14	90	3	94	0.81	hypothetical	protein	[Mycoplasmopsis	felis]
GCF_034647075.2_protein.faa_WP_322875840.1	-	100	CST-I	PF06002.18	295	0.00011	17.3	0.9	1	1	1.7e-07	0.00012	17.1	0.9	213	289	13	90	2	94	0.81	hypothetical	protein	[Mycoplasmopsis	felis]
GCF_034647695.2_protein.faa_WP_260626776.1	-	100	CST-I	PF06002.18	295	0.00011	17.2	0.7	1	1	1.8e-07	0.00013	16.9	0.7	214	289	14	90	3	94	0.81	hypothetical	protein	[Mycoplasmopsis	felis]
GCF_034647715.2_protein.faa_WP_322875840.1	-	100	CST-I	PF06002.18	295	0.00011	17.3	0.9	1	1	1.7e-07	0.00013	17.1	0.9	213	289	13	90	2	94	0.81	hypothetical	protein	[Mycoplasmopsis	felis]
GCF_035220555.1_protein.faa_WP_250191683.1	-	303	CST-I	PF06002.18	295	1.5e-175	579.6	13.2	1	1	8.3e-179	1.7e-175	579.4	13.2	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_035221255.1_protein.faa_WP_083003275.1	-	301	CST-I	PF06002.18	295	8.6e-110	363.7	19.6	1	1	4.8e-113	9.8e-110	363.5	19.6	1	295	11	301	11	301	0.97	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_035224565.1_protein.faa_WP_104227519.1	-	301	CST-I	PF06002.18	295	4.6e-110	364.8	19.8	1	1	2.3e-113	5.1e-110	364.6	19.8	1	295	11	301	11	301	0.97	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_035226565.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.6e-176	582.8	14.1	1	1	8.8e-180	1.9e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_035666055.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	4.7e-176	581.2	13.4	1	1	2.6e-179	5.3e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_035666075.1_protein.faa_WP_324739197.1	-	303	CST-I	PF06002.18	295	4.1e-176	581.4	14.1	1	1	2.3e-179	4.6e-176	581.2	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_035985965.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0056	13.2	0.3	1	1	2.4e-06	0.0056	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_036416355.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.8e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_036542085.1_protein.faa_WP_080317042.1	-	303	CST-I	PF06002.18	295	5.9e-108	357.5	14.3	1	1	7.6e-111	6.9e-108	357.3	14.3	1	295	9	297	9	297	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_036542085.1_protein.faa_WP_042599467.1	-	324	CST-I	PF06002.18	295	2.7e-107	355.3	16.0	1	1	3.7e-110	3.3e-107	355.1	16.0	1	294	31	320	31	321	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_036542385.1_protein.faa_WP_260626776.1	-	100	CST-I	PF06002.18	295	0.00011	17.2	0.7	1	1	1.8e-07	0.00013	16.9	0.7	214	289	14	90	3	94	0.81	hypothetical	protein	[Mycoplasmopsis	felis]
GCF_900088425.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0062	13.2	0.3	1	1	2.4e-06	0.0062	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_900187255.1_protein.faa_WP_066430650.1	-	217	CST-I	PF06002.18	295	0.003	14.2	0.4	1	1	2.4e-06	0.0055	13.3	0.3	40	125	60	148	53	171	0.84	TrkA	family	potassium	uptake	protein	[Capnocytophaga	haemolytica]
GCF_900187275.1_protein.faa_WP_231963904.1	-	198	CST-I	PF06002.18	295	9.2e-110	363.6	10.9	1	1	1e-112	1e-109	363.5	10.9	1	185	11	194	11	198	0.98	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_900187275.1_protein.faa_WP_268870267.1	-	117	CST-I	PF06002.18	295	6.5e-63	209.8	2.1	1	1	6.9e-66	7.1e-63	209.7	2.1	179	295	2	117	1	117	0.99	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_900475265.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.2e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_900475885.1_protein.faa_WP_006996141.1	-	318	CST-I	PF06002.18	295	5e-110	364.3	17.4	1	1	3.3e-113	6.1e-110	364.1	17.4	1	294	27	314	27	315	0.96	MULTISPECIES:	alpha-2,3-sialyltransferase	[Haemophilus]
GCF_900475995.1_protein.faa_WP_111738690.1	-	326	CST-I	PF06002.18	295	7.1e-108	357.2	14.3	1	1	1e-110	8.5e-108	356.9	14.3	1	295	32	320	32	320	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_900475995.1_protein.faa_WP_042593528.1	-	310	CST-I	PF06002.18	295	2.2e-107	355.5	16.0	1	1	3.1e-110	2.6e-107	355.3	16.0	1	294	17	306	17	307	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_900476215.1_protein.faa_WP_013022958.1	-	281	CST-I	PF06002.18	295	1.7e-68	227.6	2.1	1	1	1.6e-71	2.2e-68	227.2	2.1	2	252	5	246	4	250	0.92	alpha-2,3-sialyltransferase	[Helicobacter	mustelae]
GCF_900478325.1_protein.faa_WP_046067584.1	-	316	CST-I	PF06002.18	295	2.5e-107	355.4	16.0	1	1	3.4e-110	3e-107	355.2	16.0	1	294	23	312	23	313	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_900478325.1_protein.faa_WP_111722464.1	-	302	CST-I	PF06002.18	295	6e-107	354.2	15.7	1	1	7.9e-110	7e-107	354.0	15.7	1	295	6	296	6	296	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_900478735.1_protein.faa_WP_420026285.1	-	299	CST-I	PF06002.18	295	3.8e-108	358.1	16.2	1	1	2.6e-111	4.4e-108	357.8	16.2	1	295	5	293	5	293	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_900574125.1_protein.faa_WP_005608684.1	-	127	CST-I	PF06002.18	295	0.037	11.5	0.0	1	1	1.1e-05	0.047	11.1	0.0	36	105	17	86	13	94	0.73	MULTISPECIES:	response	regulator	[Tritonibacter]
GCF_900635805.1_protein.faa_WP_422386212.1	-	348	CST-I	PF06002.18	295	6e-109	360.7	20.5	1	1	4.6e-112	7.8e-109	360.3	20.5	1	294	55	344	55	345	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_900637395.1_protein.faa_WP_269470919.1	-	226	CST-I	PF06002.18	295	1.1e-73	244.8	7.3	1	1	1.7e-76	1.4e-73	244.5	7.3	2	223	5	217	4	223	0.95	alpha-2,3-sialyltransferase	[Campylobacter	upsaliensis]
GCF_900637395.1_protein.faa_WP_004277348.1	-	51	CST-I	PF06002.18	295	2.9e-10	36.7	1.7	1	1	3.7e-13	3e-10	36.6	1.7	249	294	2	48	1	49	0.84	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_900637765.1_protein.faa_WP_006996141.1	-	318	CST-I	PF06002.18	295	5e-110	364.3	17.4	1	1	3.3e-113	6.1e-110	364.1	17.4	1	294	27	314	27	315	0.96	MULTISPECIES:	alpha-2,3-sialyltransferase	[Haemophilus]
GCF_900637885.1_protein.faa_WP_039650709.1	-	294	CST-I	PF06002.18	295	1.8e-109	362.2	27.1	1	1	1.4e-112	2e-109	362.0	27.1	1	295	4	293	4	293	0.97	alpha-2,3-sialyltransferase	[Campylobacter	insulaenigrae]
GCF_900638105.1_protein.faa_WP_414973751.1	-	352	CST-I	PF06002.18	295	3.3e-107	355.0	16.0	1	1	2.5e-110	4.4e-107	354.6	16.0	1	294	59	348	59	349	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_900638165.1_protein.faa_WP_002882964.1	-	291	CST-I	PF06002.18	295	1.6e-107	356.0	26.2	1	1	1e-110	1.8e-107	355.9	26.2	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_900638175.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.6e-109	360.5	26.7	1	1	4.6e-112	7.4e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_900638195.1_protein.faa_WP_002874242.1	-	291	CST-I	PF06002.18	295	2.5e-109	361.9	24.9	1	1	1.7e-112	2.8e-109	361.7	24.9	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_900638205.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.8e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_900638205.1_protein.faa_WP_126392542.1	-	416	CST-I	PF06002.18	295	6.5e-87	288.3	23.9	1	2	9.3e-90	7.6e-87	288.1	22.2	2	253	13	258	12	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_900638205.1_protein.faa_WP_126392542.1	-	416	CST-I	PF06002.18	295	6.5e-87	288.3	23.9	2	2	0.073	60	-0.5	0.1	254	282	297	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_900638235.1_protein.faa_WP_032585998.1	-	292	CST-I	PF06002.18	295	5.1e-109	360.8	24.0	1	1	3.6e-112	5.7e-109	360.7	24.0	2	295	3	292	2	292	0.97	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
